ARREST_PRECINCT,new_arrest_date,count
60,2015 01,313
33,2014 11,416
50,2014 06,174
22,2013 11,25
44,2013 08,1145
90,2013 07,417
70,2013 05,430
78,2013 03,212
73,2012 12,687
26,2012 11,163
120,2012 09,632
6,2012 08,402
110,2012 08,543
67,2011 04,574
25,2010 12,552
41,2010 08,601
113,2010 05,753
5,2010 02,392
66,2010 01,186
26,2009 11,268
100,2009 09,164
102,2009 10,353
79,2009 07,873
1,2008 07,395
120,2007 11,607
63,2007 05,199
46,2006 09,977
72,2006 08,386
73,2009 04,1125
106,2009 01,311
78,2009 01,137
107,2006 10,255
69,2019 04,127
61,2019 05,174
5,2019 04,390
43,2018 09,407
13,2018 03,265
120,2018 03,371
105,2014 07,418
66,2011 11,127
110,2011 09,452
122,2009 12,289
110,2008 02,538
20,2007 04,183
110,2007 01,548
26,2020 04,70
20,2012 11,139
113,2015 09,522
76,2015 08,130
100,2018 12,96
68,2021 09,99
76,2021 08,65
23,2019 03,288
61,2019 06,164
111,2019 10,59
25,2020 04,160
46,2020 03,325
41,2021 12,159
19,2021 08,98
103,2021 06,304
122,2010 04,361
73,2018 07,459
78,2018 05,162
102,2018 12,221
101,2018 02,275
63,2006 07,190
13,2018 05,295
40,2017 07,663
40,2016 06,928
25,2016 03,602
52,2015 12,473
75,2015 11,876
79,2015 09,443
77,2015 06,357
101,2015 03,277
40,2015 01,960
104,2014 08,336
32,2012 12,354
78,2012 06,138
113,2011 12,515
14,2011 09,1007
20,2011 03,255
34,2010 10,451
49,2010 05,354
67,2010 01,656
45,2009 12,254
67,2009 12,452
44,2009 07,1166
83,2009 02,586
50,2009 03,295
69,2009 03,198
45,2009 02,259
23,2009 02,501
6,2008 12,360
46,2008 11,972
46,2007 12,964
114,2007 09,641
61,2007 08,283
24,2007 08,338
115,2007 07,749
110,2007 03,569
1,2007 01,365
78,2006 11,148
30,2006 10,388
103,2012 02,685
41,2008 02,612
22,2006 10,37
17,2020 07,38
10,2019 07,147
1,2020 03,158
110,2021 09,192
9,2006 02,295
71,2017 10,315
70,2010 12,381
50,2010 07,192
62,2007 01,315
20,2021 01,109
60,2013 12,288
104,2013 02,398
26,2016 04,194
100,2021 07,70
94,2020 04,38
68,2021 11,113
1,2021 10,207
22,2016 11,11
1,2020 11,91
9,2020 09,82
88,2020 05,110
40,2019 02,572
75,2019 10,520
9,2019 11,139
61,2021 10,124
104,2021 06,138
120,2018 10,407
77,2018 08,299
49,2018 05,280
77,2018 01,377
1,2018 04,276
79,2017 12,298
68,2016 12,240
83,2016 08,319
120,2015 06,372
42,2014 11,464
105,2014 11,421
41,2014 08,620
104,2014 07,395
40,2014 06,1052
46,2014 06,666
105,2014 06,439
123,2013 03,139
40,2013 01,1063
5,2012 11,328
10,2012 10,213
45,2012 04,254
26,2012 03,362
101,2012 03,306
17,2011 05,193
69,2011 04,230
81,2011 02,473
103,2010 12,622
103,2010 07,738
60,2010 06,436
110,2010 06,568
70,2010 03,627
45,2010 03,285
18,2010 01,444
32,2010 01,657
32,2009 11,596
50,2009 02,251
102,2008 09,465
40,2008 08,944
67,2008 07,491
106,2008 03,297
42,2008 01,617
67,2007 09,557
75,2007 07,1007
103,2007 05,753
6,2007 02,349
108,2006 10,270
67,2017 05,443
41,2016 06,566
13,2010 02,374
107,2006 12,216
108,2020 08,80
69,2020 08,95
50,2019 06,127
122,2021 09,110
42,2006 06,454
49,2015 06,303
19,2015 04,243
106,2010 12,237
48,2019 11,266
22,2006 02,41
63,2021 10,121
68,2021 03,135
101,2018 04,199
19,2010 11,292
72,2007 11,290
66,2007 06,176
88,2020 08,71
13,2020 10,144
100,2021 06,57
5,2020 07,127
28,2019 02,195
46,2019 06,359
84,2019 12,186
47,2019 09,377
7,2020 03,152
9,2021 10,178
75,2006 08,1120
60,2017 11,304
107,2017 07,278
77,2017 04,351
66,2016 12,151
81,2016 04,316
47,2016 02,478
84,2016 03,406
61,2015 09,216
24,2015 06,270
120,2014 11,326
25,2014 07,1003
41,2014 03,714
100,2014 03,197
120,2013 09,366
77,2013 08,489
115,2013 01,540
46,2012 12,550
33,2012 11,317
103,2012 06,630
78,2011 12,113
40,2011 11,878
49,2011 09,251
122,2011 06,356
60,2011 04,379
52,2010 12,775
90,2010 04,372
122,2009 09,325
106,2009 04,269
108,2008 10,256
107,2008 08,205
26,2008 07,266
50,2008 03,216
52,2007 12,791
6,2007 11,340
19,2007 04,250
88,2007 05,279
101,2007 01,303
63,2021 01,160
123,2021 01,68
63,2009 02,165
66,2006 12,145
52,2020 10,254
47,2019 02,402
111,2019 12,60
72,2020 03,184
83,2021 12,117
45,2006 06,273
104,2006 02,283
105,2016 09,286
104,2015 11,279
23,2014 08,529
108,2014 02,238
100,2012 08,160
105,2012 05,433
69,2007 05,249
20,2007 03,228
63,2012 02,216
112,2011 04,235
94,2008 08,115
22,2010 10,82
9,2019 09,158
81,2021 03,130
20,2021 08,63
109,2020 10,211
108,2020 07,53
24,2019 02,106
50,2020 06,72
77,2017 01,379
32,2021 08,223
120,2018 11,342
109,2018 09,320
102,2018 03,398
66,2018 03,101
121,2017 11,199
62,2017 08,166
61,2016 12,233
109,2016 11,375
67,2015 10,454
81,2015 08,347
69,2015 05,252
113,2014 09,747
47,2014 09,558
105,2014 09,394
50,2014 08,166
70,2013 10,490
83,2013 10,482
110,2013 09,495
17,2013 09,161
94,2013 04,203
103,2012 11,519
78,2012 03,159
66,2011 12,113
90,2011 10,366
40,2011 04,979
23,2010 08,437
71,2010 06,460
72,2010 02,325
88,2010 01,226
70,2009 05,645
26,2008 02,208
18,2007 11,449
109,2007 05,418
84,2013 05,421
110,2011 07,537
105,2010 05,416
73,2010 01,1122
77,2009 10,572
71,2009 08,512
94,2020 11,56
52,2020 08,235
63,2021 11,95
28,2021 02,151
78,2006 03,204
19,2017 04,246
70,2010 02,392
111,2008 01,155
24,2007 06,298
62,2019 11,121
22,2006 05,92
70,2020 06,127
110,2020 02,219
90,2021 06,128
111,2018 05,117
122,2017 12,175
122,2016 10,160
34,2018 04,257
111,2019 04,98
20,2013 06,171
22,2007 03,86
78,2020 06,30
111,2020 09,47
77,2019 12,209
43,2021 09,320
44,2021 10,428
23,2018 10,243
17,2018 10,87
78,2018 09,126
77,2006 07,511
32,2006 03,532
44,2017 10,609
9,2017 09,226
120,2017 05,381
18,2017 04,408
70,2016 08,339
104,2016 05,291
19,2016 01,250
30,2015 09,283
9,2015 06,258
90,2014 10,309
83,2014 05,506
46,2014 03,750
120,2014 03,440
42,2013 11,547
63,2013 11,188
34,2013 10,421
77,2013 10,639
14,2013 05,1249
18,2013 05,542
49,2012 09,347
22,2012 08,50
20,2012 06,142
45,2011 04,287
52,2011 03,997
9,2011 01,381
103,2010 11,741
33,2010 09,439
69,2010 08,250
6,2010 07,392
45,2010 07,261
47,2010 03,793
79,2009 10,904
101,2009 09,390
106,2008 12,240
72,2008 08,299
10,2008 07,284
122,2008 06,386
108,2008 03,262
52,2008 02,811
44,2007 12,893
7,2007 12,285
44,2007 11,1013
105,2007 07,350
105,2007 06,368
47,2007 02,577
52,2007 01,891
6,2007 01,383
44,2006 11,972
88,2006 08,213
105,2006 08,422
104,2006 08,340
106,2006 02,268
106,2006 01,276
61,2016 04,236
61,2010 01,257
24,2010 01,271
30,2021 11,146
48,2021 08,182
23,2021 09,152
105,2021 02,160
68,2021 02,164
122,2018 10,165
100,2006 07,150
111,2011 10,142
32,2011 02,497
9,2008 12,299
68,2008 05,219
34,2006 09,425
67,2020 08,198
50,2016 10,207
76,2012 02,143
17,2009 08,130
94,2019 01,93
123,2008 09,117
94,2020 07,49
123,2018 08,90
22,2016 04,16
63,2020 05,109
14,2020 11,234
71,2020 12,145
72,2020 08,158
103,2020 09,296
47,2020 01,291
25,2021 02,254
14,2021 03,437
110,2006 08,489
71,2006 02,359
9,2017 10,267
41,2017 09,422
67,2017 08,391
121,2017 08,264
32,2017 06,296
49,2017 04,306
45,2017 04,233
73,2016 08,771
120,2016 03,412
6,2015 12,253
47,2015 05,500
106,2015 04,333
25,2015 03,657
46,2015 03,580
5,2014 12,357
9,2014 05,374
120,2014 05,469
46,2014 02,607
113,2013 12,578
6,2013 07,369
6,2013 06,361
62,2013 03,201
32,2012 11,283
72,2012 04,325
5,2012 04,479
111,2011 12,139
81,2011 06,569
73,2010 10,1272
60,2010 09,481
71,2010 08,492
120,2009 01,781
76,2008 10,197
62,2008 07,224
25,2008 03,896
77,2008 02,585
62,2007 10,234
114,2020 04,148
84,2018 03,300
25,2017 01,472
114,2017 03,459
71,2016 05,322
34,2009 05,576
120,2009 05,822
26,2008 01,206
114,2007 12,516
73,2007 04,872
122,2007 04,315
61,2007 01,369
104,2006 11,361
109,2019 03,296
9,2006 07,258
61,2017 02,234
120,2014 12,158
10,2013 06,255
6,2013 01,359
112,2011 11,207
84,2010 08,418
22,2010 07,79
109,2010 06,339
66,2010 05,199
17,2010 04,151
49,2009 10,284
61,2008 02,224
107,2006 05,367
19,2016 05,243
83,2021 10,202
20,2017 06,150
62,2013 04,229
22,2010 06,68
83,2015 12,269
111,2012 12,136
17,2009 12,141
66,2008 08,149
9,2021 12,138
47,2020 11,307
114,2020 07,133
88,2019 04,96
41,2019 10,240
113,2020 03,289
32,2021 09,211
103,2021 04,215
83,2021 02,177
83,2021 01,211
13,2018 01,319
43,2006 09,946
120,2006 08,676
44,2006 04,1038
42,2006 01,491
75,2018 04,696
122,2018 03,173
69,2017 11,220
101,2017 08,205
60,2016 06,419
5,2016 03,448
113,2015 08,606
62,2014 10,300
13,2014 09,366
17,2014 06,181
103,2014 05,970
103,2013 12,711
69,2013 10,229
14,2013 10,1194
41,2013 08,614
76,2013 05,177
32,2012 10,436
114,2012 08,387
73,2012 08,1236
90,2012 03,416
122,2012 02,324
60,2011 10,324
90,2011 06,423
115,2011 06,615
83,2011 05,677
84,2010 11,449
67,2010 11,493
18,2010 06,484
79,2010 04,698
17,2010 03,206
46,2009 06,1065
108,2009 03,278
84,2008 12,366
34,2008 12,317
10,2008 10,361
7,2008 08,197
69,2008 07,193
14,2008 04,1030
33,2008 02,688
5,2007 11,443
122,2006 10,319
32,2006 09,514
103,2018 01,436
103,2006 03,630
18,2006 02,338
61,2017 09,189
69,2016 05,263
63,2015 01,167
68,2013 01,222
115,2010 01,793
44,2009 01,1293
77,2007 11,490
88,2019 01,118
60,2019 10,213
1,2019 10,304
115,2021 12,197
62,2021 08,119
66,2018 08,107
110,2014 12,336
106,2014 08,273
94,2014 02,145
19,2011 08,259
61,2013 12,241
72,2007 04,334
70,2021 03,176
7,2019 10,137
63,2018 02,191
6,2020 10,168
71,2020 10,120
52,2019 11,418
43,2020 05,292
109,2021 12,276
28,2021 08,181
52,2021 06,254
109,2018 01,306
47,2006 09,487
40,2018 03,602
77,2017 09,347
19,2016 12,241
103,2016 12,382
28,2016 11,301
81,2016 09,297
111,2016 05,138
30,2016 03,305
120,2016 02,341
52,2015 10,523
19,2015 11,222
61,2015 10,254
32,2015 10,429
103,2015 06,741
88,2015 05,204
111,2015 03,136
67,2015 02,577
44,2015 01,826
9,2014 12,206
72,2014 06,298
115,2014 03,706
67,2014 02,536
34,2013 09,453
40,2013 06,854
60,2012 12,160
112,2012 12,228
44,2012 06,1018
111,2012 05,190
115,2011 11,529
107,2011 03,296
66,2011 01,127
104,2010 11,445
34,2010 07,495
109,2010 05,447
43,2010 04,1093
44,2007 04,1100
114,2018 01,394
115,2006 05,662
30,2012 05,394
110,2011 08,492
114,2010 10,520
76,2008 08,195
73,2007 10,1026
18,2006 11,387
108,2019 08,168
112,2019 08,90
67,2021 09,195
108,2018 08,129
94,2018 01,116
84,2017 06,330
6,2015 09,308
32,2014 03,479
19,2012 12,248
24,2012 12,231
88,2012 09,263
50,2011 09,174
94,2009 10,157
62,2009 08,196
122,2015 12,140
108,2011 10,230
22,2007 09,64
10,2020 10,123
90,2019 05,228
69,2006 02,169
49,2020 07,95
22,2007 05,66
71,2020 04,89
72,2020 12,172
70,2020 11,149
42,2019 04,293
121,2019 02,197
52,2019 03,441
14,2019 11,399
68,2020 05,118
28,2020 04,77
115,2021 11,238
113,2021 10,276
62,2021 07,110
73,2021 03,261
47,2018 06,428
75,2018 06,571
103,2018 03,345
113,2017 08,418
81,2017 06,251
113,2017 05,512
73,2016 11,492
20,2016 10,177
102,2016 10,438
103,2016 09,473
111,2016 10,153
32,2016 09,405
103,2014 03,887
10,2014 02,241
41,2013 09,528
28,2013 06,492
14,2013 04,1198
33,2013 04,474
13,2013 02,435
112,2013 02,235
23,2013 02,426
48,2013 01,631
122,2012 11,225
106,2012 07,352
20,2012 08,183
73,2012 04,1043
19,2012 04,245
70,2012 02,410
41,2011 12,584
50,2011 11,185
10,2011 05,307
70,2011 05,488
46,2011 04,830
63,2010 08,217
102,2010 06,367
60,2009 10,458
111,2009 05,211
52,2009 03,975
104,2008 11,323
103,2008 06,570
5,2008 01,438
68,2008 01,188
123,2007 11,114
10,2006 09,415
73,2013 04,981
24,2013 04,270
70,2007 09,503
42,2006 12,424
42,2006 11,451
71,2020 03,147
81,2018 10,151
20,2016 03,146
22,2015 05,54
122,2014 03,232
94,2012 12,134
106,2011 12,250
45,2010 10,336
24,2019 03,119
26,2006 06,222
30,2015 04,365
88,2015 02,188
26,2019 02,132
120,2020 03,234
45,2021 02,111
63,2021 02,119
22,2017 08,16
7,2021 01,137
19,2020 07,50
113,2020 09,229
33,2019 01,216
121,2019 03,204
6,2019 09,233
19,2021 02,119
76,2018 09,171
106,2006 09,283
88,2018 04,147
26,2017 10,188
71,2017 06,335
6,2017 02,266
25,2016 09,669
122,2015 10,182
18,2015 09,443
23,2015 09,444
101,2015 07,292
84,2015 04,408
44,2014 11,768
106,2014 12,190
123,2014 10,130
19,2014 07,252
60,2014 06,422
47,2014 04,585
102,2014 01,367
121,2013 12,337
73,2013 07,953
46,2013 05,717
90,2013 03,412
5,2013 02,475
52,2012 10,865
102,2012 10,352
94,2012 09,128
34,2012 04,544
75,2012 01,1443
81,2011 10,422
46,2011 05,898
69,2011 01,225
44,2010 08,1518
123,2010 07,129
72,2010 04,347
103,2009 11,645
88,2009 10,238
113,2009 09,624
9,2009 04,376
107,2009 03,337
24,2009 01,349
25,2008 08,674
78,2007 11,115
1,2007 10,430
114,2007 05,672
45,2006 10,243
10,2006 10,356
106,2017 01,271
115,2010 03,780
43,2010 01,1001
7,2020 08,92
17,2018 01,158
83,2017 06,250
100,2017 02,137
62,2016 08,219
30,2016 06,289
88,2012 07,271
111,2012 01,116
50,2008 06,211
94,2006 10,133
62,2019 12,123
68,2013 09,140
69,2006 08,262
20,2017 12,123
88,2019 03,129
122,2019 03,189
17,2021 08,63
17,2020 09,75
30,2019 01,147
61,2019 12,144
112,2019 10,177
24,2021 12,132
72,2021 10,151
109,2021 04,146
43,2021 01,285
112,2018 11,165
113,2018 05,480
77,2006 09,528
84,2018 04,329
113,2018 03,487
13,2017 12,268
52,2017 09,603
100,2017 10,165
6,2017 10,287
107,2016 05,222
46,2016 05,481
14,2015 12,1019
47,2015 11,404
81,2015 10,279
105,2015 09,310
105,2015 04,356
45,2015 03,208
110,2014 10,525
71,2014 09,467
48,2013 09,571
123,2013 09,130
71,2012 10,440
75,2012 06,1323
123,2012 05,121
26,2012 05,332
7,2012 04,404
52,2012 04,737
41,2010 10,656
62,2010 07,196
44,2010 05,1387
100,2010 02,122
42,2010 01,653
5,2009 09,479
109,2008 10,436
34,2008 10,402
7,2008 10,303
103,2008 05,545
68,2008 04,203
115,2008 02,699
63,2007 10,271
34,2007 07,541
45,2007 06,238
66,2007 01,177
108,2006 02,252
49,2016 06,355
63,2016 04,170
67,2016 04,512
114,2015 01,355
43,2010 02,864
83,2007 04,598
32,2020 10,169
28,2020 08,94
63,2019 12,121
60,2021 12,182
26,2018 05,153
83,2017 12,244
79,2015 10,466
46,2012 11,488
66,2009 11,154
90,2009 04,321
101,2007 08,297
122,2019 12,94
30,2017 10,146
108,2016 10,172
101,2012 10,283
66,2021 11,105
43,2020 07,163
1,2012 11,207
48,2020 09,232
17,2020 08,86
24,2019 01,140
7,2019 03,212
110,2019 08,273
79,2020 03,243
9,2020 02,146
113,2021 09,270
103,2021 08,312
71,2009 02,414
67,2006 08,514
40,2006 05,971
44,2006 01,1068
19,2018 05,183
9,2018 03,256
100,2017 09,136
34,2017 05,387
90,2017 04,338
46,2017 01,496
66,2017 01,151
45,2016 12,219
48,2016 06,424
22,2015 04,26
76,2015 04,137
113,2014 12,441
73,2014 07,1128
24,2014 07,261
20,2014 06,178
32,2013 08,524
14,2013 03,1208
44,2013 02,1062
33,2012 07,430
88,2012 05,375
13,2011 08,449
72,2011 08,267
33,2011 01,463
43,2010 11,937
100,2010 05,190
52,2010 03,1016
84,2009 12,431
108,2009 07,197
120,2008 12,568
84,2008 07,352
109,2007 08,400
18,2007 08,416
42,2007 06,428
73,2006 09,749
73,2021 02,191
107,2021 01,164
14,2017 06,736
43,2017 04,511
19,2015 01,199
45,2014 01,263
61,2013 04,325
13,2012 08,508
26,2020 08,55
68,2019 03,240
60,2021 08,229
120,2021 02,212
42,2021 02,266
49,2006 04,219
52,2016 08,534
18,2016 05,431
111,2015 10,146
6,2013 11,399
84,2013 03,382
100,2012 10,126
19,2012 08,337
22,2011 12,70
100,2010 07,196
9,2007 09,350
78,2007 08,178
47,2018 03,420
45,2012 02,265
45,2009 06,275
50,2020 09,95
69,2019 05,157
10,2019 12,142
63,2021 03,117
20,2017 07,154
107,2017 06,291
123,2012 09,105
100,2009 08,238
66,2021 03,75
17,2019 11,111
66,2019 12,91
22,2018 11,4
90,2020 08,100
68,2019 04,204
113,2019 07,571
77,2019 04,260
25,2019 04,454
17,2019 02,109
48,2019 10,287
23,2019 10,242
20,2020 03,88
100,2021 12,75
19,2021 10,137
10,2018 08,159
114,2018 06,345
78,2018 12,109
40,2006 08,932
28,2006 07,448
18,2006 06,484
19,2006 02,285
104,2006 01,384
5,2018 03,377
63,2017 09,145
111,2017 08,107
62,2016 11,200
114,2016 08,511
69,2015 12,246
73,2015 09,736
94,2015 03,136
75,2014 07,1224
122,2014 04,208
26,2014 05,244
71,2014 03,462
111,2013 11,147
70,2013 07,429
18,2012 06,430
68,2011 05,218
17,2011 03,213
48,2010 03,649
109,2010 03,441
45,2009 11,240
32,2008 07,555
90,2008 05,461
81,2008 02,462
84,2006 11,348
70,2018 12,312
25,2017 07,600
43,2016 06,536
14,2009 01,1505
71,2008 02,443
73,2007 11,794
107,2006 09,264
100,2020 11,80
20,2020 08,68
42,2020 07,160
47,2019 11,291
10,2020 06,72
14,2020 03,295
44,2020 04,160
84,2018 11,248
103,2006 07,515
46,2017 07,367
68,2014 04,206
123,2012 10,99
33,2011 08,443
108,2009 04,248
26,2007 03,297
24,2019 09,106
75,2021 08,360
9,2018 02,238
112,2016 09,142
76,2016 02,155
66,2014 06,192
100,2020 09,65
83,2020 12,140
104,2020 10,187
34,2019 11,164
47,2019 07,396
18,2019 05,289
107,2020 02,149
23,2021 07,147
34,2021 06,139
70,2021 06,131
49,2021 03,169
42,2016 07,503
13,2018 07,328
120,2018 12,277
67,2018 01,493
83,2006 04,566
24,2006 03,256
42,2018 03,418
103,2017 12,401
34,2017 06,288
76,2017 06,243
17,2017 04,143
18,2016 12,402
76,2016 11,165
47,2014 11,521
114,2014 10,578
25,2014 03,879
115,2014 01,586
46,2013 11,620
112,2013 11,205
70,2013 06,440
34,2012 08,530
90,2012 01,359
6,2011 11,414
114,2011 09,379
84,2011 03,549
67,2011 03,606
46,2010 12,655
78,2010 06,181
90,2010 05,355
106,2010 01,324
1,2009 11,413
67,2008 09,503
75,2008 05,1130
76,2007 10,188
110,2007 08,713
1,2007 04,366
108,2007 03,338
42,2014 10,517
113,2010 01,722
79,2009 06,757
49,2009 05,307
90,2019 03,225
9,2021 06,156
33,2021 02,176
104,2018 03,257
24,2013 02,252
77,2013 01,542
61,2011 01,242
34,2020 03,164
13,2018 02,271
22,2010 09,77
123,2008 04,137
20,2012 03,177
69,2020 06,26
22,2008 12,27
49,2020 11,166
63,2020 11,134
41,2019 02,265
115,2019 07,403
79,2019 07,262
101,2019 09,161
112,2021 11,110
44,2006 07,992
46,2006 04,965
72,2006 02,350
5,2018 04,433
75,2017 10,739
84,2017 04,374
28,2016 09,293
50,2014 12,102
107,2014 07,272
30,2014 05,376
6,2014 03,393
9,2014 03,352
52,2013 12,663
94,2013 05,188
72,2013 01,281
79,2012 11,535
76,2012 07,208
13,2012 02,448
18,2012 02,428
48,2011 12,582
62,2011 09,161
62,2010 01,202
83,2009 10,543
90,2009 11,302
14,2009 08,1126
52,2009 07,805
17,2009 02,208
73,2008 04,908
60,2008 03,440
43,2007 05,1172
62,2007 03,289
44,2007 01,1259
106,2017 03,294
47,2013 04,594
49,2011 02,311
84,2007 01,365
61,2021 09,141
63,2006 08,166
115,2018 04,388
105,2018 03,231
19,2016 10,259
23,2016 10,387
106,2015 12,255
123,2015 10,115
17,2014 03,223
17,2013 07,146
71,2013 01,380
47,2011 06,606
107,2010 11,260
19,2008 06,276
42,2020 01,281
111,2007 01,175
5,2020 04,87
50,2017 02,155
123,2014 03,128
107,2007 08,268
67,2007 05,673
108,2009 01,240
9,2021 03,140
22,2015 10,33
22,2013 05,42
44,2019 05,661
103,2019 09,286
52,2019 05,446
109,2019 07,307
84,2019 09,235
13,2020 06,144
5,2021 09,256
17,2021 03,97
1,2018 10,251
101,2006 01,293
14,2018 04,699
30,2017 08,160
60,2017 08,402
60,2017 05,358
13,2017 04,346
122,2017 04,140
7,2017 01,298
9,2016 10,272
10,2016 04,272
71,2016 01,407
67,2015 09,497
20,2015 07,183
50,2015 06,157
113,2015 04,690
1,2015 03,365
23,2014 11,382
88,2014 10,217
48,2014 09,561
94,2014 08,151
50,2014 02,173
23,2013 12,414
43,2013 10,724
18,2013 10,458
42,2013 08,516
76,2013 07,144
25,2012 06,741
30,2011 09,296
60,2011 08,383
63,2011 07,196
1,2011 04,439
61,2010 08,276
25,2010 03,824
25,2009 08,653
42,2009 03,674
33,2008 12,436
88,2008 06,203
34,2008 06,487
34,2007 11,470
48,2007 07,619
34,2007 04,436
101,2006 12,264
34,2016 05,415
41,2014 02,637
84,2007 02,358
13,2019 09,213
6,2021 11,152
109,2018 06,335
30,2016 07,242
77,2016 01,365
109,2014 12,331
84,2012 09,341
19,2007 02,265
52,2020 06,170
43,2015 05,521
22,2010 01,39
6,2007 12,330
122,2013 12,180
69,2011 03,318
112,2020 09,91
24,2021 02,131
100,2020 06,72
104,2021 11,129
67,2018 10,396
105,2018 02,247
90,2018 01,261
67,2006 05,555
6,2006 02,288
88,2006 03,268
33,2017 09,283
5,2017 09,490
6,2017 06,244
13,2017 02,288
26,2016 10,178
107,2016 03,226
83,2015 10,390
106,2014 11,291
44,2014 08,1084
75,2014 02,1092
50,2014 01,195
5,2013 07,554
112,2012 03,263
101,2012 02,265
115,2012 01,653
90,2011 12,357
115,2011 10,620
68,2011 10,205
18,2011 09,372
23,2010 12,383
62,2010 10,208
106,2010 05,359
71,2010 03,505
107,2008 12,249
120,2008 10,917
49,2007 09,247
1,2007 03,481
19,2021 01,119
72,2007 06,349
45,2007 02,208
105,2007 01,407
30,2020 09,96
40,2020 08,251
28,2019 09,163
25,2020 06,101
112,2020 01,112
19,2021 07,133
84,2006 01,304
122,2017 09,171
106,2015 10,297
81,2014 11,335
112,2014 09,232
79,2013 10,670
70,2012 07,468
88,2007 03,240
68,2017 02,245
70,2007 07,516
79,2021 06,192
24,2017 08,186
63,2008 02,191
34,2021 09,103
7,2020 07,59
112,2019 03,174
5,2020 03,215
20,2021 10,119
48,2021 07,240
6,2021 06,140
81,2021 05,118
70,2021 04,156
48,2021 04,178
7,2018 11,194
47,2017 10,497
110,2018 10,276
34,2018 07,251
71,2018 06,202
75,2018 12,437
94,2006 03,120
102,2006 03,327
7,2006 03,288
69,2017 10,236
23,2017 05,334
72,2017 02,309
33,2016 12,311
19,2016 09,253
66,2016 07,155
115,2016 02,438
10,2015 11,252
46,2014 12,382
47,2014 12,309
13,2014 10,476
72,2014 04,357
18,2013 08,442
63,2013 09,158
66,2013 05,178
101,2013 01,238
23,2012 04,492
40,2012 01,1206
42,2011 07,536
34,2011 04,530
41,2010 12,525
94,2009 12,121
7,2009 10,284
123,2009 10,145
13,2009 08,391
28,2009 06,541
112,2008 04,220
110,2007 12,446
107,2007 03,258
88,2007 01,306
79,2006 10,612
61,2006 09,241
71,2020 05,148
19,2011 01,257
103,2011 01,719
109,2009 04,422
73,2008 01,970
90,2007 05,298
113,2006 12,404
6,2020 09,137
45,2021 03,144
48,2021 03,213
114,2018 05,364
62,2006 08,216
114,2018 04,358
73,2016 02,671
110,2013 06,487
109,2011 10,416
90,2010 01,345
33,2019 11,177
18,2006 10,376
34,2020 09,109
28,2020 06,66
33,2016 08,333
111,2021 12,73
114,2017 07,456
76,2007 07,161
111,2017 02,114
22,2016 03,20
105,2019 10,201
23,2020 08,134
26,2020 02,125
50,2021 08,105
69,2021 06,117
14,2021 05,370
123,2021 03,79
52,2018 10,415
52,2018 12,425
72,2018 02,305
9,2006 09,397
33,2006 05,432
107,2006 01,283
34,2018 03,267
7,2017 10,211
44,2016 12,622
28,2016 04,353
120,2016 04,383
18,2016 01,464
63,2015 12,191
71,2015 11,384
114,2015 10,479
10,2015 07,300
110,2015 07,433
40,2015 03,1113
90,2014 07,289
67,2014 05,634
121,2014 04,442
61,2014 02,287
106,2013 11,407
9,2013 07,307
34,2013 03,444
70,2013 02,389
70,2012 09,375
18,2012 08,449
52,2012 02,936
60,2010 11,306
47,2010 11,541
76,2010 11,148
32,2010 08,702
100,2009 11,130
46,2009 11,1023
34,2009 08,419
105,2009 02,365
6,2008 03,312
112,2007 07,178
112,2007 02,194
25,2006 12,621
73,2020 04,244
6,2019 11,181
114,2013 05,554
44,2013 01,1069
78,2009 02,137
34,2019 08,217
30,2018 07,137
106,2016 06,242
63,2015 07,177
28,2013 03,494
20,2013 01,211
94,2010 09,180
109,2009 08,396
28,2007 03,553
94,2006 02,112
78,2013 08,202
50,2010 05,223
50,2021 11,99
101,2012 01,285
84,2020 06,82
49,2020 08,113
107,2019 01,132
52,2019 04,431
79,2021 05,192
75,2021 02,307
114,2008 11,427
5,2018 07,389
7,2006 06,271
1,2006 05,332
43,2018 05,441
7,2017 11,180
101,2017 01,274
79,2016 09,375
62,2016 04,247
23,2016 03,436
48,2015 12,447
104,2015 08,315
69,2015 09,241
60,2015 05,424
76,2015 02,128
67,2014 12,396
78,2014 11,147
78,2014 06,174
47,2013 11,550
88,2013 10,234
10,2013 02,321
66,2012 07,141
41,2012 06,563
14,2012 06,974
1,2012 03,586
76,2011 11,129
25,2011 11,693
112,2011 06,247
60,2011 02,305
108,2010 10,290
60,2010 10,503
68,2010 03,219
25,2009 06,700
41,2009 03,630
40,2009 01,1007
33,2008 08,518
79,2008 05,581
25,2008 01,825
32,2008 01,711
30,2007 12,339
88,2007 12,234
112,2007 09,195
106,2017 04,229
42,2017 03,456
23,2021 08,193
61,2016 01,251
34,2015 08,370
24,2013 07,261
104,2012 11,239
62,2011 08,164
6,2011 04,371
17,2011 02,160
76,2010 05,172
108,2010 05,278
112,2009 09,179
22,2008 10,86
101,2007 02,275
25,2021 07,210
112,2021 03,122
32,2021 01,191
7,2009 11,253
103,2017 07,448
123,2020 06,45
17,2018 02,148
22,2014 01,15
22,2017 03,15
66,2020 07,66
43,2019 04,341
79,2019 12,167
23,2020 02,224
81,2020 01,168
30,2021 07,109
44,2018 10,578
40,2018 09,571
7,2006 01,225
122,2006 01,259
115,2018 03,389
84,2017 12,285
20,2017 11,167
67,2017 10,465
105,2017 04,390
