ARREST_PRECINCT,new_arrest_date,count
72,2008 07,286
45,2008 03,280
41,2007 08,599
63,2006 09,162
76,2008 07,192
72,2007 07,356
109,2007 02,412
115,2006 09,620
26,2019 08,113
33,2020 04,95
18,2021 08,231
68,2006 07,141
5,2015 08,484
20,2013 04,172
61,2013 03,252
78,2011 02,76
123,2010 04,115
17,2008 06,150
26,2009 04,318
9,2020 03,118
69,2014 01,243
111,2010 07,144
63,2017 03,158
61,2019 02,140
106,2020 10,146
62,2019 09,115
46,2020 08,263
7,2019 04,199
44,2019 02,576
23,2019 08,245
115,2019 05,357
81,2019 06,135
68,2019 10,163
106,2021 10,172
102,2021 08,229
28,2008 01,482
67,2018 11,329
13,2018 06,277
7,2018 12,146
120,2017 02,370
72,2016 11,291
121,2016 09,287
73,2016 06,717
5,2016 04,536
50,2016 01,151
13,2015 10,627
71,2015 07,459
30,2015 06,285
114,2015 05,492
9,2015 01,358
100,2014 10,229
83,2014 08,531
25,2014 05,962
88,2014 05,311
32,2014 04,507
46,2014 04,746
26,2014 04,271
120,2013 10,440
40,2013 03,989
72,2012 10,287
30,2012 09,359
46,2012 07,752
67,2012 05,682
23,2012 03,528
5,2012 02,524
76,2011 08,134
120,2011 06,722
20,2011 06,198
75,2010 11,1208
88,2010 06,281
28,2010 06,562
103,2010 05,635
13,2010 04,451
101,2009 10,361
76,2009 04,178
18,2009 02,403
113,2008 08,535
81,2008 09,475
20,2008 07,172
32,2008 05,640
84,2007 10,370
75,2007 05,1044
46,2007 01,1414
102,2020 01,202
7,2010 02,291
101,2008 02,234
103,2007 01,599
120,2021 06,242
17,2021 04,83
68,2015 09,157
72,2012 11,199
90,2012 11,228
20,2011 11,181
76,2011 10,135
73,2009 12,831
76,2008 01,164
123,2006 05,108
49,2021 07,192
90,2017 10,275
45,2017 09,178
88,2019 02,88
122,2021 06,103
111,2016 01,149
30,2019 11,142
79,2021 09,228
6,2018 07,223
72,2018 10,231
108,2006 07,249
79,2006 06,520
61,2006 06,284
62,2006 05,203
63,2006 02,171
43,2017 11,437
77,2017 11,350
48,2017 08,417
30,2017 04,179
28,2016 12,359
115,2016 07,383
78,2016 04,179
49,2014 08,333
112,2014 04,174
79,2013 12,512
9,2013 12,279
23,2013 08,522
14,2013 08,1190
115,2013 08,568
63,2013 02,169
120,2012 12,434
79,2012 08,718
48,2012 05,606
122,2012 05,339
1,2012 02,361
32,2011 11,614
41,2011 10,638
28,2011 04,489
28,2010 08,453
9,2010 07,416
102,2009 03,360
49,2009 02,221
9,2008 01,462
61,2007 11,246
43,2007 06,1052
14,2017 05,808
107,2006 11,250
106,2020 07,103
90,2019 09,187
100,2021 11,67
68,2021 07,124
111,2018 09,65
111,2018 12,74
7,2015 07,266
122,2014 11,174
17,2012 11,136
113,2008 10,622
5,2007 04,441
123,2015 04,121
6,2019 06,185
70,2020 12,159
63,2020 12,158
84,2019 07,280
9,2020 04,92
9,2021 11,171
41,2021 08,164
72,2021 03,193
111,2006 07,129
43,2006 03,1021
34,2006 01,486
70,2006 01,453
109,2018 04,307
122,2017 11,162
30,2016 10,286
109,2016 08,363
84,2016 07,254
23,2016 04,398
47,2015 10,429
100,2015 08,223
105,2015 08,453
73,2014 09,923
13,2014 06,511
18,2014 01,516
70,2014 02,450
40,2013 11,940
60,2013 06,468
108,2013 06,251
63,2013 06,201
105,2012 12,299
113,2012 06,603
20,2012 05,208
33,2012 01,458
1,2011 11,895
94,2011 10,109
48,2011 09,524
109,2011 09,358
71,2011 02,572
78,2009 11,120
20,2009 09,186
19,2009 08,212
122,2009 08,285
23,2009 05,592
62,2009 03,291
25,2008 10,774
30,2008 10,386
24,2008 07,282
108,2007 12,246
52,2006 09,626
47,2014 02,467
77,2010 02,562
120,2009 06,680
122,2007 10,304
19,2020 10,120
18,2020 05,110
123,2020 01,80
109,2018 07,366
69,2016 09,231
83,2016 06,313
6,2016 04,224
1,2016 04,300
108,2015 02,171
111,2007 10,190
121,2020 05,162
33,2020 06,78
32,2019 11,235
30,2020 05,91
107,2020 01,149
62,2015 09,223
20,2015 09,146
109,2020 11,176
111,2007 06,133
94,2015 06,109
6,2020 11,140
103,2020 08,225
105,2019 03,257
115,2019 04,308
115,2020 04,165
105,2021 12,182
75,2021 12,376
9,2021 08,169
10,2006 08,341
60,2018 04,337
120,2017 03,371
40,2016 12,694
110,2017 01,307
67,2016 01,476
47,2015 12,375
6,2015 11,290
1,2015 02,316
94,2014 09,136
14,2014 09,1183
26,2013 07,285
109,2013 05,464
104,2011 12,365
71,2011 10,447
60,2011 09,405
114,2010 09,456
67,2010 04,666
76,2010 04,160
17,2009 11,123
6,2009 09,361
10,2009 08,296
108,2009 05,264
103,2009 03,863
110,2009 02,534
70,2008 01,545
6,2008 01,356
78,2007 12,98
104,2007 09,321
120,2007 08,716
120,2007 04,673
32,2006 11,599
111,2006 09,144
110,2006 09,499
103,2013 05,815
13,2010 10,425
30,2010 02,368
81,2009 07,458
44,2008 06,1195
101,2008 01,330
62,2020 06,55
34,2018 11,246
32,2018 11,231
88,2006 04,266
81,2016 03,326
63,2015 08,245
78,2014 01,201
94,2013 08,217
90,2013 01,374
20,2011 07,170
48,2010 08,645
107,2008 06,227
28,2021 03,169
50,2014 03,226
25,2017 06,533
69,2021 04,92
111,2016 06,114
81,2021 04,92
22,2020 08,3
50,2019 10,99
41,2019 12,189
101,2020 03,173
84,2021 08,185
17,2018 07,107
10,2018 12,139
6,2018 11,209
34,2018 12,204
101,2018 05,210
83,2006 06,640
50,2006 05,162
70,2017 11,358
5,2017 07,406
28,2017 06,239
7,2016 12,250
49,2016 10,303
72,2016 08,254
28,2016 07,313
43,2016 01,442
106,2015 08,322
83,2015 07,389
79,2015 05,379
84,2015 02,341
76,2014 12,83
109,2014 10,431
45,2014 09,249
70,2014 08,466
24,2014 02,229
67,2013 12,515
113,2013 09,709
113,2013 07,699
44,2013 03,1055
34,2012 09,442
88,2012 08,306
18,2012 07,492
14,2012 07,1042
60,2012 03,413
7,2011 10,323
115,2011 05,640
120,2010 11,736
83,2009 12,498
62,2009 09,197
47,2009 09,635
48,2009 04,614
73,2009 03,1087
13,2009 03,477
49,2009 03,295
73,2009 01,1187
44,2008 03,1258
81,2007 09,427
120,2007 07,606
109,2007 01,522
73,2017 07,532
33,2017 07,262
77,2017 02,379
107,2016 06,242
114,2012 01,532
45,2011 02,300
45,2010 01,323
94,2009 08,146
71,2009 03,398
28,2008 08,464
70,2007 08,551
40,2019 01,678
108,2019 09,128
47,2020 03,223
111,2021 11,46
88,2017 09,182
1,2016 12,284
94,2007 01,120
1,2020 04,63
68,2012 05,181
49,2009 08,277
122,2007 02,267
5,2021 01,178
79,2020 01,244
69,2020 07,63
78,2019 12,72
22,2015 03,15
28,2020 10,144
90,2019 01,200
26,2019 07,169
49,2019 06,199
90,2021 12,115
6,2021 12,104
49,2021 11,122
94,2021 08,77
105,2018 08,264
33,2006 04,456
60,2006 02,310
102,2006 02,223
73,2017 11,512
44,2017 07,577
60,2017 07,451
122,2016 08,225
121,2015 12,279
121,2015 05,349
10,2015 03,278
94,2015 04,118
111,2015 02,115
13,2015 01,352
52,2014 12,450
115,2014 05,674
5,2014 02,436
114,2013 10,479
104,2012 10,376
107,2012 10,262
34,2012 06,526
5,2012 05,542
103,2012 04,699
10,2012 03,279
75,2012 03,1416
63,2012 03,226
48,2011 08,541
40,2011 05,982
32,2011 05,682
83,2010 11,613
109,2010 09,381
49,2010 06,352
81,2010 03,547
48,2010 02,686
46,2010 01,1046
24,2009 07,294
40,2009 05,975
14,2008 02,1118
22,2008 01,36
14,2007 12,1058
43,2007 12,772
41,2007 11,538
46,2007 09,1006
19,2007 05,285
24,2007 01,363
112,2006 08,178
14,2016 01,1138
113,2010 02,570
115,2007 03,684
115,2006 10,663
67,2020 10,252
46,2020 02,377
28,2021 11,170
19,2018 11,227
88,2015 06,207
123,2015 03,136
76,2013 03,135
28,2012 12,340
113,2011 10,575
123,2011 05,149
123,2011 02,107
106,2016 03,318
60,2017 03,330
50,2008 07,208
110,2020 07,143
94,2010 11,165
17,2019 05,101
121,2018 09,179
45,2019 12,151
47,2019 05,412
105,2019 05,263
103,2019 04,339
32,2019 08,235
60,2019 09,226
46,2021 05,205
79,2021 03,207
83,2018 10,232
47,2018 07,476
108,2018 05,180
122,2018 01,145
115,2006 03,647
18,2018 03,318
81,2017 05,260
1,2016 06,316
44,2016 03,825
13,2016 01,481
28,2014 07,492
49,2013 01,359
32,2012 09,430
81,2012 08,596
103,2012 08,1003
68,2012 07,165
77,2012 05,541
73,2011 08,1310
46,2011 07,702
108,2011 05,272
78,2011 01,104
73,2010 11,1006
47,2010 09,646
81,2010 09,518
52,2010 04,1026
61,2009 07,256
50,2009 04,224
120,2009 03,842
71,2009 01,494
72,2009 01,369
48,2008 12,479
52,2008 10,748
102,2008 08,409
83,2008 02,538
83,2007 09,541
13,2006 11,305
121,2018 01,297
45,2015 01,187
77,2007 10,599
75,2020 10,372
30,2020 08,65
108,2019 07,151
111,2021 07,67
49,2006 06,217
70,2006 06,463
90,2017 12,219
71,2016 11,336
19,2014 11,202
72,2013 11,289
111,2012 08,116
50,2012 07,157
24,2010 07,290
69,2007 08,307
120,2021 05,211
17,2016 04,154
22,2013 08,55
1,2010 07,392
68,2009 10,226
112,2007 12,169
66,2013 12,121
75,2020 07,179
32,2020 07,66
14,2020 07,127
101,2019 08,192
46,2019 09,348
67,2020 04,135
79,2020 02,238
113,2020 02,394
49,2021 10,142
104,2021 08,180
63,2021 06,114
75,2021 03,411
20,2018 08,135
18,2018 12,301
115,2018 06,336
33,2006 01,450
17,2018 04,124
120,2017 04,449
72,2016 10,299
120,2016 06,388
33,2015 06,393
44,2015 05,980
18,2015 04,462
121,2015 03,311
40,2015 02,931
101,2015 02,292
32,2014 11,382
121,2014 08,364
110,2014 07,514
77,2014 06,503
41,2014 06,672
76,2014 03,188
34,2014 02,543
25,2013 10,921
45,2012 11,220
88,2012 10,280
106,2012 04,326
105,2012 02,470
105,2011 11,369
14,2011 04,1244
47,2011 04,586
42,2011 03,825
90,2011 03,478
22,2011 02,33
43,2010 08,860
43,2010 07,914
77,2010 05,633
24,2010 04,253
71,2010 01,528
25,2009 05,774
75,2009 02,1278
26,2008 08,288
83,2008 03,600
122,2008 01,300
75,2007 12,939
30,2007 11,414
32,2007 03,571
70,2006 10,492
19,2017 09,236
62,2021 05,98
77,2006 08,523
81,2017 12,211
77,2016 07,322
26,2014 12,117
61,2014 07,274
60,2012 08,408
62,2011 10,152
26,2010 03,276
26,2007 09,246
123,2014 01,138
1,2014 02,268
22,2013 04,60
111,2010 08,201
70,2019 10,232
23,2020 04,98
123,2012 12,110
63,2010 04,164
71,2019 05,238
115,2019 12,268
60,2020 05,247
83,2020 01,216
108,2021 07,128
69,2006 06,235
68,2006 03,183
73,2006 01,730
18,2017 12,417
19,2017 11,255
34,2017 08,275
60,2017 01,352
77,2015 08,413
67,2014 11,572
50,2014 11,171
47,2014 08,615
32,2014 06,477
33,2014 02,474
71,2013 11,397
20,2013 08,176
45,2013 07,263
110,2013 05,580
81,2013 04,451
122,2012 12,272
77,2012 08,472
23,2012 07,459
7,2012 05,356
33,2012 03,492
112,2012 01,223
26,2011 12,256
81,2011 12,456
14,2011 10,1037
104,2011 10,363
100,2011 08,196
45,2011 07,312
30,2010 10,426
10,2010 10,318
72,2010 08,353
102,2010 04,390
1,2010 01,422
72,2009 12,276
108,2009 11,177
73,2009 08,1129
42,2009 06,684
6,2009 04,437
19,2009 01,296
10,2008 06,320
42,2007 07,449
40,2007 02,926
122,2006 07,345
25,2017 04,567
62,2017 03,227
101,2016 04,239
49,2016 04,295
26,2012 01,298
34,2008 02,545
6,2006 11,306
20,2020 07,29
33,2020 09,109
50,2018 11,92
49,2018 08,273
10,2017 05,185
102,2016 12,350
60,2015 11,389
112,2015 07,144
17,2012 09,173
61,2012 08,290
13,2012 03,528
77,2012 02,568
33,2011 09,426
30,2011 08,362
101,2010 06,336
103,2009 02,675
20,2007 08,185
78,2017 06,201
45,2013 04,252
49,2007 07,233
76,2006 12,162
10,2021 07,155
123,2018 04,133
111,2017 03,129
22,2013 12,22
10,2009 04,291
61,2017 08,203
10,2020 04,55
76,2019 03,173
49,2019 07,240
28,2019 03,176
32,2019 07,275
71,2019 08,234
7,2021 12,151
47,2021 07,315
60,2021 01,159
60,2006 08,396
49,2018 09,236
70,2018 05,336
101,2018 11,201
47,2006 07,488
34,2006 03,512
81,2006 03,356
111,2006 02,156
109,2018 05,390
123,2017 12,87
34,2017 10,357
32,2017 09,287
60,2017 09,291
10,2017 08,223
113,2016 11,518
83,2016 10,327
1,2016 10,354
83,2015 11,311
121,2015 09,295
113,2015 02,561
18,2014 11,484
101,2014 05,393
19,2014 04,264
70,2013 11,381
75,2013 10,1323
61,2013 10,273
77,2013 06,476
103,2013 03,771
47,2013 03,599
75,2013 02,1163
5,2012 12,371
24,2012 09,274
104,2012 07,355
19,2012 07,261
75,2012 02,1177
115,2012 02,616
81,2011 09,409
5,2011 05,523
70,2011 04,503
109,2010 07,428
60,2010 05,427
100,2009 12,95
76,2009 12,159
77,2009 09,592
45,2009 07,284
113,2009 05,655
48,2008 09,538
18,2008 07,369
106,2008 04,326
72,2008 02,344
70,2007 12,395
71,2007 10,460
50,2007 11,208
108,2007 05,290
62,2007 06,203
41,2007 05,571
5,2007 05,499
62,2017 01,164
114,2016 04,476
69,2013 09,255
45,2013 05,274
109,2013 04,464
19,2008 08,298
18,2008 02,382
81,2007 10,443
40,2006 12,845
34,2020 10,145
71,2021 02,168
108,2006 04,283
73,2018 05,613
45,2016 06,247
109,2016 05,385
104,2015 01,269
17,2014 11,137
112,2014 05,231
13,2009 10,394
111,2019 09,86
50,2021 07,121
63,2017 11,171
66,2015 04,175
26,2016 01,183
22,2006 08,41
102,2020 08,112
94,2019 12,43
61,2020 10,135
7,2019 05,186
67,2019 02,386
13,2019 03,258
114,2021 07,293
25,2012 10,781
79,2012 04,627
75,2018 10,503
6,2018 02,243
46,2018 01,453
34,2006 07,515
41,2006 03,529
61,2017 10,211
66,2017 10,122
90,2017 08,281
90,2016 10,254
77,2016 10,437
28,2016 01,328
88,2016 02,233
32,2015 05,459
79,2015 06,434
110,2015 03,420
121,2014 10,450
109,2014 07,454
7,2014 07,316
115,2014 02,509
25,2013 07,871
63,2013 05,198
83,2012 12,448
48,2012 11,435
6,2012 07,314
109,2012 06,463
49,2012 04,322
10,2011 11,240
30,2011 10,322
5,2011 06,491
109,2011 06,497
18,2011 05,511
88,2011 04,282
110,2011 01,497
122,2010 11,307
73,2010 07,1104
33,2010 05,533
110,2010 03,587
60,2010 02,323
30,2009 12,292
42,2009 09,678
103,2009 08,711
30,2008 12,304
79,2008 12,524
43,2008 09,885
78,2008 09,122
71,2007 09,440
13,2007 07,367
110,2007 04,587
103,2007 04,613
33,2007 01,709
84,2006 12,335
105,2009 07,332
71,2007 02,481
61,2020 11,124
25,2020 08,127
26,2020 06,61
67,2019 07,376
88,2020 03,71
40,2021 04,243
81,2017 11,204
66,2013 02,156
50,2011 10,204
17,2010 10,150
42,2007 01,609
34,2021 12,90
19,2013 10,221
24,2012 01,211
100,2006 11,114
43,2021 05,273
122,2015 04,152
60,2018 06,362
60,2020 11,198
111,2020 08,50
78,2019 02,119
102,2019 07,274
23,2020 01,218
26,2020 01,116
79,2021 10,267
73,2021 06,224
109,2021 06,216
61,2021 04,110
60,2018 10,323
48,2018 06,388
24,2018 02,185
13,2006 02,266
73,2018 03,477
78,2018 03,187
1,2017 09,226
13,2017 05,369
81,2017 01,230
41,2015 12,604
28,2015 10,346
23,2015 10,510
111,2015 09,120
45,2015 07,268
24,2015 07,227
121,2015 04,344
122,2015 01,161
72,2014 12,188
25,2014 06,820
115,2014 04,645
13,2014 02,482
10,2013 09,305
52,2013 01,868
109,2012 03,496
72,2012 01,317
20,2011 12,166
101,2011 12,272
100,2010 10,197
23,2010 09,631
42,2010 04,675
75,2010 03,1375
73,2010 03,1145
1,2010 02,326
41,2009 11,585
17,2009 09,153
115,2009 08,822
88,2009 08,276
75,2008 11,1149
60,2008 11,330
84,2008 10,420
88,2008 04,224
34,2008 03,559
43,2007 09,906
101,2007 09,374
69,2007 04,215
41,2007 04,649
50,2007 01,240
94,2006 11,108
24,2017 06,189
41,2015 01,546
115,2010 05,765
61,2010 02,231
67,2007 02,696
24,2020 07,82
24,2021 01,148
50,2018 02,130
61,2006 07,252
112,2016 07,143
111,2010 12,129
19,2010 03,269
107,2007 10,239
83,2007 06,582
49,2021 08,119
72,2016 03,293
101,2011 02,260
122,2016 01,136
123,2014 04,173
22,2016 06,16
103,2020 12,260
48,2020 04,134
79,2019 02,213
77,2019 08,220
75,2021 05,328
67,2021 06,274
60,2021 03,217
77,2021 01,168
79,2018 05,383
7,2018 05,213
14,2006 07,1205
6,2018 04,217
24,2017 11,144
61,2017 04,251
120,2016 08,420
102,2016 06,370
32,2015 12,403
7,2015 12,250
120,2015 11,283
101,2015 10,258
81,2015 09,319
33,2015 08,350
30,2015 08,336
81,2015 01,315
75,2014 09,1166
5,2014 07,553
28,2013 05,578
26,2012 10,363
23,2012 10,479
114,2012 07,377
44,2009 11,1224
6,2009 07,390
47,2009 07,663
110,2009 06,603
110,2009 05,618
77,2009 04,544
24,2009 02,310
72,2009 03,386
47,2008 12,546
72,2008 10,325
47,2008 09,648
44,2008 04,1177
42,2007 05,516
66,2006 10,150
45,2016 04,210
45,2015 02,221
114,2010 05,473
111,2010 02,150
43,2019 10,302
41,2018 11,267
17,2018 05,152
13,2017 10,356
76,2016 09,203
90,2015 04,305
70,2012 03,530
123,2011 07,130
102,2009 08,364
121,2017 07,268
68,2016 01,199
121,2015 02,314
70,2020 09,119
123,2016 12,97
76,2015 01,120
76,2013 10,137
123,2012 04,105
123,2019 07,77
30,2020 12,76
94,2008 02,102
22,2014 03,25
76,2020 04,39
83,2020 09,174
46,2020 10,313
45,2020 06,87
5,2019 01,323
100,2019 03,137
110,2019 12,208
23,2020 03,185
44,2020 03,339
90,2020 03,116
81,2020 02,134
30,2021 06,112
24,2021 06,104
48,2018 10,354
45,2006 02,209
104,2017 12,246
43,2017 06,537
52,2017 03,551
104,2016 06,279
25,2016 02,595
19,2015 06,240
9,2015 02,326
60,2014 03,365
121,2014 02,388
28,2013 10,491
33,2013 09,412
112,2012 11,219
105,2012 09,312
61,2012 04,315
13,2011 01,428
6,2010 10,441
26,2010 09,264
66,2010 04,214
120,2010 03,774
50,2009 12,191
60,2009 06,467
77,2009 02,553
18,2008 11,408
50,2008 09,231
43,2008 07,921
69,2007 07,282
45,2007 05,260
48,2006 09,457
61,2020 06,73
115,2006 06,580
9,2017 02,234
81,2009 05,471
114,2009 04,599
47,2008 06,598
75,2007 10,1296
79,2007 02,557
108,2021 11,120
19,2018 04,167
106,2016 07,230
107,2015 05,231
111,2008 10,204
1,2021 07,130
66,2017 12,94
19,2016 02,270
123,2016 11,139
50,2012 12,198
69,2008 03,266
22,2009 02,45
22,2016 01,15
110,2019 03,313
104,2019 04,177
106,2020 05,197
121,2021 12,147
13,2021 11,169
108,2021 08,145
69,2021 05,150
7,2018 10,172
103,2018 09,307
48,2018 08,408
107,2018 06,152
73,2006 06,682
113,2006 03,427
75,2017 06,682
76,2017 03,224
14,2016 12,837
5,2016 09,450
40,2016 04,900
79,2015 11,411
9,2015 10,336
6,2014 10,432
50,2014 09,166
19,2014 09,236
61,2014 09,251
70,2014 07,510
42,2014 06,505
19,2014 06,295
72,2014 02,336
48,2013 08,615
43,2013 07,692
66,2013 03,168
81,2013 02,415
122,2012 10,363
111,2012 10,153
49,2012 07,275
63,2012 06,205
33,2012 04,443
20,2011 10,163
60,2010 12,317
94,2010 10,190
41,2010 06,587
109,2010 01,451
6,2008 10,400
72,2008 05,428
114,2008 04,574
43,2008 02,949
48,2008 01,749
66,2007 05,179
6,2007 04,360
75,2006 09,985
107,2006 08,231
107,2017 03,324
101,2013 05,317
43,2009 05,982
90,2007 02,340
112,2006 09,188
13,2019 01,306
20,2019 03,136
49,2019 05,277
122,2020 01,109
101,2014 07,415
94,2014 07,126
42,2013 12,390
105,2008 12,278
68,2007 12,129
22,2018 09,18
108,2016 07,153
66,2015 07,192
78,2012 05,123
13,2018 09,231
111,2014 08,104
22,2011 03,67
108,2010 03,239
68,2018 08,199
17,2020 04,35
1,2019 06,223
66,2019 03,147
42,2020 05,255
41,2021 10,166
46,2021 01,300
18,2018 01,388
112,2018 01,127
114,2006 02,555
103,2006 01,613
113,2018 04,540
63,2017 10,205
20,2017 09,131
81,2017 08,271
43,2016 12,542
22,2016 05,21
108,2015 08,209
90,2015 07,339
123,2014 08,111
79,2014 07,628
70,2014 01,447
24,2013 10,253
112,2013 04,225
123,2013 02,103
105,2013 01,400
34,2012 11,324
20,2012 09,157
52,2012 06,846
1,2012 07,471
110,2012 06,423
84,2012 03,437
101,2011 07,318
114,2011 06,484
26,2010 11,311
50,2010 08,134
46,2010 05,938
61,2009 08,245
5,2009 03,518
104,2009 02,337
67,2008 10,576
84,2008 06,321
103,2007 09,525
122,2007 08,269
90,2006 11,331
121,2021 10,214
70,2018 10,308
49,2017 01,322
43,2014 01,731
69,2013 06,254
49,2013 04,381
115,2007 10,710
107,2019 08,170
113,2020 01,450
73,2021 11,195
90,2021 07,118
26,2018 09,142
10,2018 09,162
94,2018 02,99
50,2006 07,129
28,2017 10,257
71,2011 03,517
104,2018 10,192
104,2016 02,243
9,2020 08,74
112,2018 08,149
22,2014 10,28
23,2020 07,122
108,2019 01,157
77,2019 03,267
123,2019 11,69
17,2019 12,62
19,2019 12,145
81,2021 11,133
107,2021 07,111
52,2021 02,207
43,2021 06,226
34,2018 10,224
61,2018 11,159
46,2018 08,510
52,2018 05,517
42,2006 04,510
40,2006 01,951
13,2006 01,308
41,2018 05,365
20,2016 12,125
47,2016 03,473
49,2015 12,267
114,2015 12,430
61,2015 08,238
6,2015 01,287
90,2015 01,222
75,2014 12,640
100,2014 09,193
52,2014 09,779
68,2014 08,186
69,2014 07,455
122,2014 05,227
48,2014 04,576
109,2014 03,431
76,2013 09,139
75,2013 03,1243
68,2012 12,164
40,2012 08,969
68,2012 06,151
46,2012 05,806
114,2012 03,551
67,2012 02,653
5,2011 11,528
122,2011 08,334
114,2011 04,480
46,2011 03,974
14,2010 08,1328
84,2010 03,461
18,2010 02,426
90,2009 10,326
40,2009 06,995
83,2009 05,636
110,2008 07,541
101,2008 05,370
106,2008 05,284
77,2007 12,442
34,2007 09,462
60,2007 06,403
33,2007 02,602
81,2006 11,333
45,2006 11,245
76,2018 05,175
70,2018 04,367
71,2013 04,477
111,2010 04,184
105,2010 02,361
28,2008 07,432
46,2008 06,1101
109,2008 06,393
115,2007 01,702
34,2007 01,655
52,2006 11,632
61,2019 04,172
30,2019 06,133
22,2020 03,8
123,2021 12,64
105,2021 10,193
110,2021 08,203
42,2021 01,280
88,2014 04,257
22,2013 02,18
102,2010 03,369
48,2009 02,592
112,2010 02,195
20,2020 11,55
108,2019 03,170
81,2020 07,78
30,2020 03,97
112,2016 01,167
78,2009 06,135
24,2019 07,144
20,2021 06,73
17,2021 07,85
25,2019 06,339
94,2019 06,77
83,2019 09,235
102,2020 06,123
46,2021 09,292
103,2021 09,283
68,2021 05,95
33,2018 01,305
120,2006 02,517
10,2006 01,292
50,2018 04,120
81,2017 09,214
90,2017 01,253
123,2016 07,135
24,2015 12,174
28,2015 11,281
10,2015 10,235
84,2015 08,385
32,2015 06,467
72,2015 02,288
77,2014 09,447
40,2014 08,1191
20,2014 08,220
81,2014 04,463
20,2014 02,166
72,2013 09,257
47,2013 07,673
105,2013 03,461
71,2013 03,358
30,2013 02,418
94,2013 01,144
52,2012 09,836
43,2011 12,964
90,2011 09,335
41,2011 09,579
47,2011 09,544
9,2011 07,371
113,2011 07,597
9,2011 05,383
72,2011 02,363
18,2011 02,351
40,2010 12,800
81,2010 01,545
79,2009 12,669
23,2009 12,398
48,2009 11,640
44,2009 04,1003
75,2009 01,1251
73,2008 10,1073
113,2008 09,495
106,2008 08,283
71,2007 12,358
46,2007 11,1008
19,2007 12,252
106,2007 09,268
79,2007 06,649
123,2007 04,84
46,2007 04,1053
13,2007 02,283
101,2006 09,337
13,2010 01,445
66,2009 08,132
108,2008 08,225
103,2007 02,562
120,2019 10,273
63,2021 07,143
123,2021 05,80
62,2021 06,111
9,2006 04,310
28,2006 03,501
68,2017 11,204
10,2015 08,354
81,2015 04,401
1,2011 03,403
68,2010 04,218
106,2009 05,378
49,2008 07,219
13,2008 06,320
77,2020 11,173
45,2021 06,116
111,2013 01,128
123,2009 12,119
49,2009 12,252
76,2014 10,144
101,2020 12,126
108,2020 09,71
32,2019 02,215
109,2019 04,312
63,2019 04,204
110,2019 04,306
19,2020 03,152
120,2021 01,223
105,2018 11,248
103,2018 12,296
33,2006 08,505
121,2017 12,203
81,2017 10,263
101,2017 04,253
18,2017 01,406
79,2016 05,310
101,2015 12,291
25,2015 04,645
113,2015 03,702
72,2014 10,301
24,2014 08,250
48,2014 07,552
43,2014 04,695
76,2014 04,151
14,2014 03,1437
110,2013 12,376
81,2013 10,484
52,2013 09,770
19,2012 11,255
40,2012 09,859
43,2012 05,844
14,2011 12,1185
88,2011 12,225
69,2011 10,279
61,2011 09,236
83,2011 07,591
34,2011 06,490
107,2010 12,248
25,2010 10,953
30,2010 09,346
79,2010 07,728
114,2010 07,524
113,2009 10,658
103,2009 09,679
40,2009 07,905
105,2009 06,346
68,2009 07,216
73,2008 09,955
122,2008 04,457
79,2008 03,741
1,2008 02,365
110,2007 05,677
25,2007 04,749
5,2007 03,451
25,2007 02,849
34,2006 12,349
46,2006 11,991
73,2017 02,523
73,2014 02,806
14,2013 02,1164
41,2012 01,753
66,2020 11,82
102,2020 09,172
9,2019 05,196
68,2019 05,173
26,2021 07,83
17,2021 06,68
66,2014 12,127
94,2013 11,146
107,2012 09,300
6,2012 10,390
79,2012 07,662
63,2010 09,193
94,2007 10,115
123,2006 07,110
30,2012 08,365
63,2013 04,216
20,2011 08,148
17,2014 05,140
94,2019 11,63
52,2019 02,453
32,2019 12,217
84,2019 04,284
47,2019 08,441
25,2020 02,362
83,2021 08,188
113,2021 01,236
88,2018 11,94
9,2018 12,160
76,2017 08,185
34,2017 04,387
104,2017 03,229
67,2017 02,429
62,2016 05,246
19,2015 05,262
113,2015 05,637
5,2014 08,488
30,2014 08,320
110,2014 05,539
5,2014 03,507
44,2013 10,1011
49,2013 09,397
120,2013 05,679
19,2013 01,305
90,2013 02,390
73,2012 10,1043
104,2012 01,465
33,2011 11,421
47,2011 10,525
81,2011 04,493
40,2010 06,1009
10,2010 05,279
71,2010 04,568
1,2009 12,372
42,2009 07,666
110,2009 07,544
75,2008 12,972
24,2008 09,271
13,2008 05,355
114,2007 08,684
5,2007 08,393
73,2007 05,1048
25,2007 05,769
46,2007 02,1120
26,2006 11,236
62,2006 09,215
18,2017 03,395
112,2017 01,162
67,2015 01,518
34,2014 03,644
69,2012 02,216
19,2008 01,273
24,2019 04,156
1,2019 02,167
76,2018 12,134
105,2016 01,275
34,2015 04,403
76,2015 03,165
84,2012 11,238
63,2011 04,224
17,2010 01,192
94,2008 04,106
106,2007 03,388
17,2006 12,138
23,2020 11,194
66,2006 04,149
24,2007 10,278
62,2020 12,111
70,2019 03,276
1,2019 03,205
41,2019 06,235
28,2019 04,216
43,2019 11,301
41,2020 02,232
68,2021 04,102
42,2021 04,200
41,2018 12,240
88,2006 07,215
34,2006 02,500
28,2018 04,230
120,2018 04,397
6,2017 12,256
107,2017 11,248
120,2016 12,410
103,2016 10,486
20,2016 07,125
70,2016 02,312
83,2015 09,340
