71208,Bronx,10453,44,44	
71512,Bronx,10467,2,2	
69479,Brooklyn,11235,64,64	
69479,Brooklyn,11235,86,86	
71884,Queens,11368,3,7	
72234,Brooklyn,11231,6,17	
71872,Brooklyn,11222,3,10	
72235,Queens,11368,3,10	
72237,Bronx,10458,11,34	
72239,Brooklyn,11221,8,24	
72240,Bronx,10456,7,21	
72241,Brooklyn,11213,3,10	
72242,Queens,11368,3,7	
70801,Manhattan,10018,113,453	
71854,Brooklyn,11217,94,312	
72243,Bronx,10468,3,8	
72243,Bronx,10468,3,8	
71726,Brooklyn,11207,1,1	
71725,Staten Island,10304,1,1	
71727,Bronx,10466,1,1	
69521,Brooklyn,11206,38,233	
71724,Brooklyn,11234,2,2	
71853,Brooklyn,11211,3,10	
72244,Brooklyn,11219,3,8	
68421,Queens,11377,89,295	
68422,Queens,11377,55,183	
72245,Bronx,10469,4,11	
68238,Manhattan,10001,70,277	
71851,Bronx,10460,9,27	
69620,Bronx,10452,250,250	
71718,Brooklyn,11233,1,1	
71850,Brooklyn,11235,6,18	
71882,Brooklyn,11221,9,29	
72246,Manhattan,10040,18,59	
72247,Bronx,10466,3,10	
59843,Bronx,10457,31,31	
59843,Bronx,10457,22,22	
59843,Bronx,10457,32,32	
69133,Manhattan,10016,9,229	
69402,Queens,11691,117,117	
71715,Queens,11411,1,1	
71878,Bronx,10467,4,12	
71879,Brooklyn,11221,4,11	
71881,Brooklyn,11210,3,7	
71881,Brooklyn,11210,2,6	
72249,Brooklyn,11216,9,30	
71717,Brooklyn,11233,3,3	
71849,Manhattan,10035,27,90	
72250,Brooklyn,11213,23,75	
71760,Brooklyn,11221,1,1	
71876,Bronx,10458,6,19	
71877,Brooklyn,11210,3,10	
72251,Bronx,10467,8,24	
71883,Brooklyn,11226,10,32	
69253,Brooklyn,11205,23,90	
71026,Queens,11369,1,1	
71297,Queens,11412,1,1	
71848,Brooklyn,11230,3,8	
72252,Brooklyn,11226,2,6	
71847,Bronx,10455,11,34	
71846,Brooklyn,11226,3,7	
71875,Brooklyn,11213,7,8	
72253,Brooklyn,11230,11,34	
72254,Queens,11102,3,8	
71845,Brooklyn,11237,3,8	
72255,Queens,11419,3,8	
71534,Bronx,10452,89,89	
71537,Bronx,10456,100,100	
71538,Bronx,10455,83,83	
71539,Bronx,10459,164,164	
71540,Bronx,10459,136,136	
71844,Bronx,10453,7,23	
71714,Brooklyn,11203,1,1	
71843,Bronx,10467,3,8	
71843,Bronx,10467,3,8	
71842,Brooklyn,11218,11,35	
71871,Queens,11102,3,8	
71716,Queens,11418,1,1	
71841,Brooklyn,11237,21,70	
72256,Queens,11435,3,8	
71674,Bronx,10452,3,8	
71675,Brooklyn,11238,3,8	
71675,Brooklyn,11238,3,9	
71675,Brooklyn,11238,3,8	
71676,Brooklyn,11212,4,11	
71677,Bronx,10456,6,17	
71678,Brooklyn,11213,3,9	
71679,Bronx,10456,3,8	
71680,Brooklyn,11212,4,12	
71681,Brooklyn,11226,8,26	
71682,Brooklyn,11226,3,10	
71683,Brooklyn,11226,3,10	
71684,Brooklyn,11226,3,9	
71684,Brooklyn,11226,3,8	
71685,Bronx,10467,10,31	
71686,Bronx,10451,3,10	
71687,Brooklyn,11207,8,26	
71688,Brooklyn,11238,3,8	
71689,Manhattan,10035,11,35	
71690,Bronx,10455,23,24	
71691,Brooklyn,11225,2,6	
71692,Brooklyn,11212,8,8	
60102,Bronx,10451,36,36	
71500,Bronx,10458,19,62	
65261,Bronx,10455,101,101	
64608,Brooklyn,11217,104,104	
71486,Queens,11102,3,9	
72257,Bronx,10457,20,66	
72257,Bronx,10457,20,66	
67690,Brooklyn,11238,20,113	
71458,Bronx,10460,4,11	
72258,Queens,11106,56,186	
72259,Queens,11368,3,7	
72259,Queens,11368,3,7	
72259,Queens,11368,3,7	
72259,Queens,11368,3,7	
72259,Queens,11368,3,7	
72259,Queens,11368,3,7	
72259,Queens,11368,3,7	
71487,Manhattan,10007,63,209	
71488,Bronx,10458,3,8	
71488,Bronx,10458,3,8	
72260,Bronx,10452,32,105	
71459,Queens,11435,33,109	
71460,Brooklyn,11210,7,22	
68297,Bronx,10451,24,150	
68892,Manhattan,10026,51,51	
71461,Bronx,10466,35,116	
71713,Staten Island,10301,2,2	
71462,Queens,11377,3,7	
71463,Brooklyn,11218,2,6	
72261,Brooklyn,11206,16,52	
71712,Bronx,10466,1,1	
71464,Brooklyn,11233,3,8	
72262,Brooklyn,11224,5,15	
72263,Manhattan,10035,4,11	
72265,Manhattan,10027,3,8	
72266,Queens,11368,3,7	
71465,Queens,11368,2,6	
71465,Queens,11368,2,6	
71465,Queens,11368,2,6	
71465,Queens,11368,2,6	
71465,Queens,11368,2,6	
71465,Queens,11368,2,6	
71465,Queens,11368,2,6	
71465,Queens,11368,2,6	
71465,Queens,11368,2,6	
71723,Queens,11434,1,1	
71759,Queens,11434,1,1	
71758,Staten Island,10303,1,1	
70089,Brooklyn,11238,52,175	
71466,Queens,11106,6,20	
71731,Queens,11412,1,1	
69135,Queens,11377,65,364	
72267,Queens,11374,6,18	
71467,Brooklyn,11226,13,42	
71468,Brooklyn,11223,13,43	
71473,Brooklyn,11218,5,14	
71474,Brooklyn,11238,13,43	
71476,Bronx,10468,4,12	
71477,Brooklyn,11238,13,41	
72268,Bronx,10461,9,26	
70764,Bronx,10466,1,1	
70766,Brooklyn,11210,1,1	
71479,Brooklyn,11221,3,10	
71480,Brooklyn,11216,14,44	
68832,Bronx,10467,13,13	
68832,Bronx,10467,12,12	
68832,Bronx,10467,12,12	
68832,Bronx,10456,26,26	
68832,Bronx,10472,31,31	
71482,Brooklyn,11226,10,32	
68783,Bronx,10453,105,105	
68968,Manhattan,10013,88,88	
44223,Brooklyn,11233,13,13	
44223,Brooklyn,11233,8,8	
44223,Brooklyn,11233,15,15	
58871,Bronx,10452,20,20	
58871,Bronx,10456,24,24	
58871,Bronx,10456,20,20	
58871,Bronx,10456,64,64	
58871,Bronx,10456,37,37	
58871,Bronx,10456,22,22	
64543,Manhattan,10009,9,9	
64543,Manhattan,10009,21,21	
64543,Manhattan,10009,14,14	
65315,Brooklyn,11233,3,3	
65315,Brooklyn,11206,3,3	
65315,Brooklyn,11233,3,3	
65315,Brooklyn,11213,3,3	
65315,Brooklyn,11221,3,3	
65315,Brooklyn,11233,3,3	
65315,Brooklyn,11233,2,2	
65315,Brooklyn,11233,3,3	
65315,Brooklyn,11233,2,2	
65315,Brooklyn,11233,3,3	
65315,Brooklyn,11233,3,3	
65358,Manhattan,10027,9,9	
65358,Manhattan,10031,8,8	
65358,Manhattan,10031,9,9	
65358,Manhattan,10031,15,15	
65358,Manhattan,10031,15,15	
65358,Manhattan,10031,16,16	
65358,Manhattan,10031,20,20	
65358,Manhattan,10031,18,18	
66909,Bronx,10454,133,133	
67910,Manhattan,10002,141,141	
67910,Manhattan,10002,145,145	
67910,Manhattan,10002,124,124	
67910,Manhattan,10002,124,124	
67910,Manhattan,10002,124,124	
67910,Manhattan,10002,124,124	
69280,Bronx,10453,54,54	
69428,Queens,11432,207,207	
69763,Queens,11365,84,84	
69763,Queens,11365,39,39	
69763,Queens,11365,36,36	
69763,Queens,11365,36,36	
69763,Queens,11365,73,73	
69763,Queens,11365,36,36	
69763,Queens,11365,77,77	
69765,Queens,11365,72,72	
69765,Queens,11365,18,18	
69765,Queens,11365,72,72	
69765,Queens,11365,18,18	
69765,Queens,11365,72,72	
69765,Queens,11365,71,71	
69765,Queens,11365,72,72	
69765,Queens,11365,36,36	
69765,Queens,11365,72,72	
69765,Queens,11365,36,36	
69765,Queens,11365,72,72	
69765,Queens,11365,72,72	
69766,Queens,11365,72,72	
69766,Queens,11365,77,77	
69766,Queens,11365,77,77	
69766,Queens,11365,18,18	
69766,Queens,11365,72,72	
69766,Queens,11365,18,18	
69766,Queens,11365,84,84	
69766,Queens,11365,72,72	
69766,Queens,11365,72,72	
69766,Queens,11365,72,72	
69766,Queens,11365,77,77	
69766,Queens,11365,76,76	
69767,Queens,11365,72,72	
69767,Queens,11365,72,72	
69767,Queens,11365,72,72	
69767,Queens,11365,72,72	
69767,Queens,11365,72,72	
69862,Bronx,10456,150,150	
70628,Brooklyn,11212,15,58	
70724,Brooklyn,11225,18,55	
70729,Bronx,10474,40,40	
70794,Brooklyn,11225,26,49	
70797,Brooklyn,11214,107,107	
70813,Brooklyn,11212,26,95	
71072,Bronx,10468,102,102	
71109,Bronx,10459,3,10	
71112,Bronx,10455,5,16	
71116,Bronx,10468,5,16	
71118,Bronx,10458,6,19	
71119,Brooklyn,11207,3,8	
71121,Brooklyn,11226,5,14	
71124,Bronx,10457,27,90	
71126,Bronx,10458,22,71	
71128,Brooklyn,11222,127,421	
71129,Brooklyn,11210,9,29	
71130,Brooklyn,11237,3,8	
71131,Bronx,10470,11,36	
71132,Bronx,10451,65,215	
71133,Brooklyn,11221,9,27	
71135,Bronx,10456,13,43	
71136,Brooklyn,11233,6,17	
71137,Bronx,10467,15,50	
71138,Bronx,10454,6,20	
71139,Brooklyn,11210,5,16	
71140,Brooklyn,11206,6,19	
71141,Brooklyn,11226,3,10	
71142,Bronx,10469,3,10	
71143,Bronx,10454,7,22	
71144,Bronx,10467,3,9	
71145,Bronx,10452,34,35	
71147,Brooklyn,11206,2,6	
71148,Brooklyn,11226,8,26	
71149,Brooklyn,11206,3,10	
71150,Bronx,10456,10,31	
71151,Bronx,10457,6,20	
71152,Brooklyn,11216,7,23	
71153,Bronx,10467,3,8	
71155,Brooklyn,11233,3,8	
71156,Brooklyn,11216,8,9	
71157,Queens,11691,5,15	
71158,Brooklyn,11216,7,23	
71159,Brooklyn,11212,4,10	
71160,Bronx,10468,13,42	
71161,Brooklyn,11225,2,6	
71162,Brooklyn,11225,2,6	
71164,Brooklyn,11221,3,10	
71165,Brooklyn,11237,3,8	
71167,Brooklyn,11233,3,8	
71168,Brooklyn,11210,3,10	
71169,Brooklyn,11210,3,8	
71170,Brooklyn,11212,3,8	
71171,Bronx,10454,5,16	
64217,Bronx,10468,25,25	
64217,Bronx,10458,18,18	
67478,Bronx,10457,15,15	
67478,Bronx,10457,16,16	
67478,Bronx,10457,19,19	
67478,Bronx,10457,15,15	
67478,Bronx,10457,20,20	
67478,Bronx,10460,8,8	
67478,Bronx,10460,8,8	
67478,Bronx,10460,21,21	
67478,Bronx,10460,15,15	
67478,Bronx,10460,13,13	
67478,Bronx,10460,12,12	
67478,Bronx,10460,18,18	
67478,Bronx,10460,86,86	
67478,Bronx,10460,18,18	
67478,Bronx,10460,31,31	
67478,Bronx,10460,19,19	
67478,Bronx,10460,8,8	
67583,Brooklyn,11206,190,190	
69931,Brooklyn,11225,14,52	
69940,Brooklyn,11212,11,55	
70434,Queens,11435,20,100	
70606,Staten Island,10305,28,103	
70668,Queens,11418,12,55	
70798,Queens,11363,14,48	
71125,Queens,11385,5,15	
71127,Brooklyn,11218,2,6	
72269,Bronx,10460,6,18	
70076,Queens,11691,152,152	
70470,Bronx,10456,24,72	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70652,Queens,11434,293,293	
70658,Manhattan,10011,44,190	
70815,Queens,11418,13,40	
71122,Brooklyn,11238,13,43	
71123,Brooklyn,11249,12,37	
62193,Brooklyn,11208,403,403	
69140,Bronx,10458,65,65	
70293,Bronx,10459,45,45	
70384,Queens,11363,16,54	
70444,Bronx,10460,27,76	
70800,Bronx,10462,10,50	
71117,Queens,11102,14,46	
71120,Queens,11385,3,7	
63774,Bronx,10452,116,116	
63974,Manhattan,10029,348,348	
67898,Bronx,10472,205,205	
69591,Brooklyn,11222,374,374	
70793,Brooklyn,11208,86,343	
72270,Queens,11433,95,315	
72271,Brooklyn,11226,23,76	
71071,Bronx,10472,1,1	
71075,Queens,11416,1,1	
68572,Brooklyn,11207,58,58	
70633,Bronx,10468,27,59	
70796,Bronx,10474,32,56	
70188,Bronx,10456,12,12	
70188,Bronx,10456,12,12	
70188,Bronx,10456,12,12	
70188,Bronx,10456,17,17	
70188,Bronx,10456,11,11	
70188,Bronx,10456,22,22	
70607,Queens,11365,24,94	
71115,Brooklyn,11203,2,6	
67592,Bronx,10467,2,2	
67592,Brooklyn,11208,3,3	
67592,Brooklyn,11208,2,2	
67592,Brooklyn,11212,2,2	
67592,Brooklyn,11205,3,3	
67592,Brooklyn,11205,3,3	
67592,Brooklyn,11205,2,2	
67592,Queens,11435,1,1	
67592,Queens,11435,2,2	
67592,Queens,11433,1,1	
67592,Queens,11413,1,1	
67592,Queens,11434,1,1	
67592,Queens,11434,1,1	
67592,Queens,11434,1,1	
67592,Queens,11434,1,1	
67592,Queens,11411,1,1	
67592,Queens,11692,1,1	
67592,Queens,11691,1,1	
67592,Queens,11429,1,1	
70150,Manhattan,10010,9,108	
72272,Brooklyn,11201,143,476	
69221,Brooklyn,11238,23,124	
71070,Queens,11412,1,1	
71111,Bronx,10453,7,22	
71113,Bronx,10455,3,7	
71113,Bronx,10455,3,7	
72273,Queens,11432,3,9	
69119,Bronx,10451,25,151	
71110,Bronx,10468,14,46	
71073,Queens,11417,1,1	
72274,Queens,11101,288,958	
69687,Manhattan,10025,1,131	
71068,Brooklyn,11206,4,4	
71108,Queens,11103,7,21	
69851,Brooklyn,11205,4,21	
72275,Brooklyn,11203,14,44	
72276,Brooklyn,11210,3,10	
71106,Queens,11103,2,6	
71107,Queens,11358,6,18	
68831,Bronx,10459,48,48	
68831,Bronx,10456,35,35	
71104,Brooklyn,11201,42,138	
69116,Brooklyn,11238,54,264	
69117,Brooklyn,11238,5,20	
67125,Brooklyn,11221,64,64	
69473,Manhattan,10025,24,24	
69473,Manhattan,10025,19,19	
69473,Manhattan,10025,19,19	
69473,Manhattan,10025,19,19	
69491,Brooklyn,11201,1,121	
71091,Brooklyn,11221,3,8	
71100,Brooklyn,11215,3,8	
71101,Brooklyn,11226,9,27	
65433,Manhattan,10030,7,7	
65433,Manhattan,10037,10,10	
65433,Manhattan,10030,19,19	
71089,Brooklyn,11216,3,8	
68196,Bronx,10459,22,22	
68196,Bronx,10459,21,21	
68196,Bronx,10459,20,20	
68196,Bronx,10459,18,18	
68196,Bronx,10459,6,6	
68196,Bronx,10459,25,25	
66903,Manhattan,10034,174,174	
67991,Queens,11691,42,42	
69042,Brooklyn,11212,157,157	
69561,Manhattan,10035,28,113	
71088,Manhattan,10036,47,921	
68567,Queens,11369,62,62	
71087,Brooklyn,11216,3,8	
70919,Staten Island,10302,1,2	
71086,Queens,11102,7,21	
71084,Brooklyn,11211,15,48	
71085,Brooklyn,11213,3,8	
66740,Manhattan,10002,115,115	
70918,Staten Island,10310,1,1	
71083,Queens,11101,6,17	
71079,Queens,11377,4,12	
71081,Manhattan,10033,3,15	
71082,Brooklyn,11213,3,8	
71078,Bronx,10463,28,64	
69254,Queens,11433,30,605	
71077,Brooklyn,11215,6,20	
71076,Queens,11102,3,7	
69441,Brooklyn,11216,4,4	
69441,Brooklyn,11238,9,9	
69441,Brooklyn,11238,8,8	
69441,Brooklyn,11238,8,8	
69441,Brooklyn,11238,8,8	
69441,Brooklyn,11238,8,8	
69441,Brooklyn,11233,8,8	
69441,Brooklyn,11233,8,8	
69441,Brooklyn,11221,36,36	
69441,Brooklyn,11221,12,12	
69441,Brooklyn,11221,8,8	
69441,Brooklyn,11221,8,8	
69441,Brooklyn,11221,8,8	
69441,Brooklyn,11207,12,12	
69441,Brooklyn,11207,13,13	
69441,Brooklyn,11238,20,20	
69441,Brooklyn,11221,4,4	
69441,Brooklyn,11221,9,9	
69441,Brooklyn,11221,6,6	
69441,Brooklyn,11221,6,6	
69441,Brooklyn,11221,5,5	
69441,Brooklyn,11213,20,20	
69441,Brooklyn,11238,8,8	
69441,Brooklyn,11238,4,4	
70871,Bronx,10454,17,55	
70870,Brooklyn,11218,3,9	
70869,Brooklyn,11233,2,6	
70869,Brooklyn,11233,2,6	
72277,Brooklyn,11217,258,858	
68142,Brooklyn,11216,6,32	
70802,Brooklyn,11236,1,1	
70868,Bronx,10468,5,15	
70838,Manhattan,10003,12,240	
70867,Bronx,10468,6,17	
70866,Brooklyn,11238,3,10	
70864,Bronx,10454,2,6	
70865,Queens,11416,6,20	
69878,Manhattan,10027,102,102	
70860,Brooklyn,11226,3,8	
70860,Brooklyn,11226,3,8	
71060,Queens,11374,50,50	
67268,Brooklyn,11232,27,150	
70840,Queens,11101,337,1122	
70857,Bronx,10461,7,22	
70859,Brooklyn,11221,3,7	
70855,Bronx,10467,3,8	
70854,Brooklyn,11230,17,56	
70850,Brooklyn,11233,3,9	
70852,Bronx,10453,13,43	
70847,Brooklyn,11233,3,9	
70862,Brooklyn,11211,3,10	
70863,Manhattan,10128,11,208	
70861,Brooklyn,11225,2,6	
70858,Queens,11101,43,143	
70853,Brooklyn,11221,3,10	
70853,Brooklyn,11221,3,10	
70856,Brooklyn,11226,5,16	
70849,Bronx,10457,9,28	
70851,Brooklyn,11226,15,48	
69813,Brooklyn,11206,77,77	
70488,Manhattan,10027,34,34	
68867,Manhattan,10030,20,20	
69261,Brooklyn,11235,154,154	
70839,Brooklyn,11221,9,48	
70839,Brooklyn,11221,8,8	
70846,Brooklyn,11213,3,8	
70848,Brooklyn,11211,19,63	
70843,Brooklyn,11224,6,20	
70844,Manhattan,10032,5,16	
70845,Brooklyn,11235,4,11	
72278,Queens,11102,9,30	
70842,Brooklyn,11221,3,8	
70841,Brooklyn,11207,3,10	
72279,Queens,11368,3,7	
70837,Brooklyn,11203,3,10	
69817,Manhattan,10039,11,11	
69817,Manhattan,10039,9,9	
69817,Manhattan,10039,9,9	
69817,Manhattan,10039,10,10	
69817,Manhattan,10039,10,10	
69817,Manhattan,10039,10,10	
69817,Manhattan,10039,24,24	
69817,Manhattan,10039,24,24	
69817,Manhattan,10039,10,10	
70836,Bronx,10467,4,11	
68797,Bronx,10451,71,338	
68866,Manhattan,10030,55,55	
68866,Manhattan,10030,55,55	
68866,Manhattan,10030,20,20	
68866,Manhattan,10030,31,31	
68866,Manhattan,10030,13,13	
68866,Manhattan,10030,13,13	
68866,Manhattan,10030,13,13	
69305,Bronx,10467,25,25	
69330,Bronx,10451,43,206	
70165,Bronx,10454,16,16	
70165,Bronx,10454,40,40	
70165,Bronx,10454,19,19	
70165,Bronx,10454,20,20	
64886,Queens,11691,354,354	
67746,Manhattan,10031,9,9	
67746,Manhattan,10031,23,23	
69020,Bronx,10460,42,42	
69020,Bronx,10457,20,20	
69020,Bronx,10458,8,8	
69020,Bronx,10458,8,8	
69020,Bronx,10453,50,50	
69020,Bronx,10460,32,32	
69020,Bronx,10453,32,32	
69020,Bronx,10453,21,21	
69020,Bronx,10457,8,8	
69020,Bronx,10458,52,52	
63772,Bronx,10451,542,542	
65499,Brooklyn,11222,215,216	
66751,Bronx,10458,182,182	
66940,Brooklyn,11211,41,41	
70534,Bronx,10458,25,50	
69230,Manhattan,10002,94,378	
67357,Bronx,10459,4,4	
67357,Bronx,10455,26,26	
67357,Bronx,10459,21,21	
67357,Bronx,10459,20,20	
70077,Bronx,10454,191,191	
70533,Queens,11368,3,7	
65304,Brooklyn,11208,160,160	
66722,Queens,11433,100,100	
66879,Bronx,10460,261,261	
68125,Bronx,10467,87,87	
68125,Bronx,10467,83,83	
68132,Bronx,10458,188,188	
68160,Bronx,10462,221,221	
68741,Bronx,10458,160,160	
68741,Bronx,10458,163,163	
70531,Bronx,10457,14,45	
70532,Queens,11101,6,20	
70527,Brooklyn,11229,18,60	
70529,Bronx,10467,3,8	
68733,Brooklyn,11205,74,74	
70525,Brooklyn,11219,2,6	
70526,Brooklyn,11210,3,7	
70526,Brooklyn,11210,3,7	
70523,Queens,11368,2,6	
70524,Brooklyn,11206,3,8	
68782,Brooklyn,11238,327,327	
70521,Brooklyn,11226,32,105	
70522,Brooklyn,11221,6,20	
67539,Brooklyn,11207,16,68	
69502,Manhattan,10030,94,94	
69484,Manhattan,10019,15,20	
69484,Manhattan,10019,14,20	
69484,Manhattan,10019,16,20	
69484,Manhattan,10019,13,21	
69484,Manhattan,10019,15,17	
69484,Manhattan,10019,16,18	
69484,Manhattan,10019,15,20	
69484,Manhattan,10019,12,20	
69484,Manhattan,10019,15,20	
69484,Manhattan,10019,16,20	
69484,Manhattan,10019,11,20	
69484,Manhattan,10019,17,20	
69484,Manhattan,10019,16,20	
69484,Manhattan,10019,8,17	
68409,Brooklyn,11231,5,5	
68409,Brooklyn,11231,0,2	
68409,Brooklyn,11231,0,2	
65467,Manhattan,10035,5,5	
65467,Manhattan,10027,14,14	
65467,Manhattan,10029,9,9	
65467,Manhattan,10035,10,10	
70520,Bronx,10457,5,16	
70519,Brooklyn,11205,3,8	
69284,Manhattan,10039,35,35	
69284,Manhattan,10039,47,47	
69284,Manhattan,10031,23,23	
69284,Manhattan,10031,23,23	
69284,Manhattan,10039,54,54	
70518,Queens,11102,6,20	
70517,Queens,11101,48,158	
70566,Queens,11105,3,10	
70569,Brooklyn,11237,5,16	
67672,Bronx,10457,15,15	
67672,Bronx,10457,26,26	
67672,Bronx,10458,8,8	
67672,Bronx,10457,15,15	
67672,Bronx,10457,11,11	
70516,Brooklyn,11211,8,24	
72280,Brooklyn,11222,2,6	
70078,Brooklyn,11216,16,16	
70515,Queens,11106,14,45	
70512,Brooklyn,11201,86,286	
70513,Brooklyn,11206,3,8	
70514,Brooklyn,11207,3,8	
70511,Queens,11372,47,154	
70509,Brooklyn,11238,34,113	
70510,Brooklyn,11218,3,8	
70508,Bronx,10453,8,25	
70507,Queens,11102,10,31	
70506,Brooklyn,11226,6,16	
70505,Bronx,10459,6,18	
70503,Queens,11103,7,22	
70504,Bronx,10467,10,33	
67510,Brooklyn,11205,75,86	
