ARREST_PRECINCT,new_arrest_date,count
45,2017/01,197
83,2007/06,582
45,2020/07,111
32,2020/08,117
83,2018/12,233
75,2018/01,521
71,2006/08,525
83,2016/12,240
83,2014/12,232
19,2012/11,255
49,2009/01,247
107,2019/03,190
81,2019/06,135
60,2021/11,171
111,2018/11,73
50,2018/07,91
22,2021/12,6
108,2020/09,71
30,2019/02,121
32,2019/12,217
106,2020/02,183
30,2021/02,86
100,2018/12,96
76,2006/06,175
105,2018/03,231
43,2016/12,542
18,2016/07,344
18,2016/03,438
114,2016/03,501
41,2016/02,521
102,2015/09,319
28,2015/07,353
30,2015/02,314
60,2015/02,300
28,2014/11,395
70,2014/10,460
101,2014/01,377
110,2013/12,376
34,2013/10,421
108,2013/08,290
73,2012/05,1164
67,2011/10,520
28,2010/09,490
71,2010/08,492
104,2010/04,499
106,2010/03,344
114,2009/10,514
115,2009/06,810
52,2008/08,703
1,2008/06,425
30,2008/04,460
45,2008/01,377
10,2007/12,202
20,2007/12,203
32,2006/10,606
26,2017/02,179
79,2012/08,718
49,2007/07,233
77,2007/01,558
103,2007/01,599
5,2021/12,220
71,2021/11,139
18,2018/08,380
81,2017/09,214
45,2017/05,223
108,2016/10,172
101,2008/12,221
49,2007/11,289
69,2018/07,159
123,2012/04,105
10,2020/11,102
42,2008/02,536
108,2017/02,150
68,2015/12,159
22,2015/10,33
106,2020/11,111
69,2020/07,63
104,2019/02,168
71,2019/05,238
49,2019/10,210
49,2019/12,166
122,2020/03,127
44,2021/11,396
88,2021/06,56
19,2021/02,119
28,2018/09,155
40,2018/06,459
47,2018/02,469
101,2018/01,277
61,2017/11,220
120,2017/11,389
106,2017/03,294
108,2016/08,153
77,2015/10,420
77,2015/04,353
109,2015/04,376
10,2014/06,291
113,2014/05,775
10,2013/11,330
41,2012/10,634
79,2012/06,700
13,2012/03,528
34,2012/01,585
83,2011/07,591
32,2011/05,682
34,2010/10,451
72,2010/08,353
45,2010/03,285
102,2009/12,269
13,2009/11,295
84,2008/11,369
84,2008/10,420
90,2008/07,348
75,2007/12,939
48,2006/12,582
47,2021/06,282
104,2018/01,227
46,2013/08,637
19,2011/02,291
112,2008/10,189
18,2008/04,370
25,2007/10,790
114,2007/06,633
70,2006/11,414
6,2020/08,119
83,2019/07,207
90,2019/12,115
24,2020/03,130
105,2021/06,160
61,2006/01,254
122,2015/12,140
33,2015/10,330
94,2014/10,163
103,2013/06,746
60,2008/10,419
25,2021/03,333
41,2019/02,265
68,2018/01,245
20,2009/11,190
13,2018/04,250
33,2021/11,112
83,2018/10,232
111,2017/02,114
28,2019/11,150
78,2020/06,30
67,2020/12,247
109,2019/01,340
28,2019/03,176
122,2019/08,152
106,2019/11,187
101,2020/03,173
110,2006/03,625
45,2018/03,266
26,2018/03,171
52,2017/11,620
110,2017/10,328
43,2017/06,537
107,2017/04,281
23,2016/07,356
106,2016/06,242
60,2016/04,445
106,2016/03,318
69,2015/06,254
77,2015/02,363
77,2014/11,381
13,2014/07,500
48,2013/03,663
115,2012/12,448
70,2012/07,468
42,2012/04,553
105,2011/12,353
108,2011/10,230
25,2011/07,758
111,2011/04,161
112,2011/04,235
40,2010/09,1048
20,2009/03,266
41,2008/12,493
102,2008/11,305
1,2008/08,459
30,2008/08,310
48,2008/04,496
104,2008/03,362
68,2008/03,162
24,2007/10,278
71,2007/02,481
84,2016/04,371
114,2015/05,492
33,2020/11,120
90,2020/10,151
24,2019/04,156
72,2021/07,187
94,2006/02,112
81,2006/03,356
77,2006/02,433
103,2017/06,391
66,2015/07,192
123,2013/09,130
123,2012/03,130
88,2010/04,287
41,2010/03,685
107,2009/07,262
88,2008/06,203
45,2007/02,208
100,2019/05,134
90,2020/02,147
108,2015/12,194
17,2016/07,118
104,2019/01,213
30,2019/03,129
62,2019/06,133
20,2020/04,43
18,2020/02,233
33,2021/08,212
25,2021/09,262
48,2021/09,263
9,2018/11,109
25,2018/09,487
24,2018/01,194
47,2006/07,488
44,2006/07,992
62,2006/06,198
83,2017/01,338
45,2016/12,219
81,2016/11,279
9,2016/10,272
115,2016/08,412
67,2016/06,489
40,2016/04,900
113,2015/12,463
48,2015/07,568
44,2015/07,941
13,2014/12,244
61,2014/08,292
42,2014/07,563
113,2013/10,768
40,2013/09,854
17,2013/10,176
28,2013/01,557
70,2012/05,498
83,2012/04,705
102,2011/11,299
84,2011/10,428
122,2011/10,347
41,2011/09,579
104,2011/07,386
109,2011/06,497
69,2011/06,235
122,2011/04,417
18,2010/04,469
47,2010/03,793
115,2010/03,780
103,2010/01,688
1,2009/06,466
123,2009/01,109
90,2008/05,461
114,2008/02,491
19,2007/11,299
88,2007/06,263
47,2020/02,293
104,2006/01,384
68,2019/07,178
60,2019/10,213
115,2020/03,227
104,2021/01,175
63,2006/07,190
7,2017/09,214
61,2017/05,233
84,2016/11,331
46,2016/09,541
5,2015/07,518
84,2015/01,369
6,2008/10,400
101,2012/04,328
112,2019/02,136
7,2019/02,175
34,2020/04,122
18,2021/08,231
19,2018/12,173
66,2017/08,133
112,2021/07,117
94,2016/12,114
46,2020/08,263
113,2019/12,365
122,2019/01,154
40,2020/04,282
122,2020/04,102
1,2021/12,162
66,2021/02,55
69,2018/09,141
10,2018/06,151
10,2006/04,308
44,2006/03,1058
60,2006/03,403
23,2006/03,541
19,2017/06,225
83,2016/10,327
34,2016/09,399
73,2016/07,684
66,2015/10,179
50,2015/10,188
109,2015/11,337
43,2015/03,637
90,2014/10,309
52,2014/09,779
70,2013/12,373
75,2013/10,1323
94,2013/06,168
28,2013/02,483
61,2013/01,268
81,2011/11,421
33,2011/06,521
61,2011/06,250
46,2011/04,830
101,2011/03,284
18,2010/11,428
69,2010/06,246
63,2009/12,195
23,2009/11,441
73,2009/09,990
103,2009/07,604
104,2009/01,359
34,2008/11,414
44,2008/10,1086
100,2008/08,202
43,2008/06,838
120,2008/05,761
28,2008/03,541
105,2008/03,356
32,2008/02,700
30,2007/08,531
81,2006/11,333
120,2019/11,231
84,2012/04,395
44,2009/12,1053
105,2009/01,438
45,2006/09,281
78,2020/08,43
77,2020/08,143
105,2019/01,252
47,2019/09,377
111,2018/04,80
77,2013/06,476
78,2013/05,205
49,2012/08,369
71,2009/11,411
84,2007/04,369
122,2007/02,267
60,2008/03,440
101,2020/10,128
71,2017/03,344
106,2012/11,194
68,2016/02,198
72,2012/11,199
123,2010/03,135
84,2020/11,198
72,2020/09,154
115,2020/06,156
115,2019/08,380
34,2019/11,164
109,2019/12,239
110,2020/06,158
101,2020/06,103
111,2020/06,24
49,2020/02,201
45,2021/02,111
40,2009/12,827
33,2018/11,219
90,2018/12,199
33,2006/07,490
72,2006/07,329
25,2006/03,767
67,2017/11,432
13,2017/04,346
90,2016/08,300
13,2016/06,371
34,2016/05,415
26,2015/07,255
32,2015/03,472
100,2014/11,180
13,2014/11,385
10,2014/10,274
110,2014/10,525
48,2014/10,581
41,2014/08,620
90,2014/07,289
120,2014/04,433
112,2014/01,234
61,2014/01,241
17,2013/04,173
76,2013/05,177
120,2012/12,434
111,2012/12,136
33,2012/11,317
14,2012/10,1062
48,2012/05,606
49,2011/08,329
6,2011/07,423
94,2011/01,103
43,2010/11,937
24,2010/10,270
67,2010/08,530
7,2010/06,276
1,2010/06,414
68,2009/11,186
76,2009/02,170
9,2008/10,410
101,2008/04,296
44,2008/02,1184
112,2006/11,194
113,2008/03,566
115,2007/01,702
49,2020/08,113
10,2019/05,134
26,2019/11,91
60,2021/05,199
23,2017/01,350
60,2014/01,368
61,2012/08,290
7,2012/03,361
110,2011/09,452
76,2010/12,125
110,2010/07,493
107,2010/05,274
24,2009/06,269
108,2009/01,240
6,2007/08,508
18,2019/11,227
19,2019/12,145
100,2013/10,167
30,2017/08,160
25,2020/12,267
83,2020/11,175
103,2020/09,296
114,2019/02,265
60,2019/06,335
63,2019/11,108
63,2019/10,119
61,2020/05,142
6,2020/03,176
105,2021/11,163
1,2021/11,140
28,2021/06,171
18,2021/07,204
70,2021/03,176
73,2021/02,191
114,2021/02,257
30,2016/02,282
115,2018/10,353
79,2018/09,269
100,2006/05,162
41,2006/03,529
6,2006/02,288
94,2017/12,149
52,2017/10,682
88,2017/10,158
120,2017/06,410
19,2017/04,246
115,2017/04,480
20,2016/11,151
83,2016/11,282
52,2016/10,608
68,2016/07,187
47,2016/07,416
115,2015/10,467
105,2014/12,278
103,2014/08,897
13,2013/09,447
70,2013/07,429
42,2013/06,509
83,2013/05,583
115,2013/02,593
68,2012/10,150
81,2012/09,532
44,2012/04,1166
115,2012/01,653
47,2011/10,525
23,2011/08,483
40,2011/06,968
17,2010/12,117
34,2010/11,532
26,2010/10,286
43,2010/03,1062
75,2010/03,1375
103,2009/08,711
81,2008/12,332
40,2008/08,944
81,2008/07,398
25,2008/05,806
102,2008/01,450
40,2007/10,1000
90,2007/01,401
111,2006/09,144
103,2006/09,553
46,2016/02,439
40,2015/02,931
79,2011/01,672
41,2009/01,652
100,2019/07,140
107,2019/12,157
24,2021/06,104
111,2015/06,126
26,2014/11,210
112,2013/12,220
68,2010/08,188
50,2009/07,264
76,2021/05,67
22,2012/01,47
17,2020/03,94
101,2019/06,166
106,2019/10,206
40,2019/07,663
49,2019/08,231
6,2020/01,193
104,2018/09,129
70,2006/08,480
52,2006/07,596
50,2018/04,120
110,2018/03,309
13,2017/09,326
40,2017/05,655
32,2016/10,420
49,2016/08,311
106,2015/10,297
28,2015/11,281
42,2015/04,442
34,2014/11,417
113,2014/07,801
20,2014/05,204
14,2014/05,1274
81,2014/01,396
23,2013/10,404
115,2013/06,556
25,2013/04,805
34,2013/04,513
67,2013/03,546
32,2012/12,354
42,2012/05,536
6,2011/08,372
81,2011/01,484
60,2010/12,317
113,2010/10,558
7,2010/04,358
52,2010/03,1016
107,2010/01,317
106,2008/10,275
14,2008/06,1192
73,2007/09,1038
69,2018/06,182
111,2010/08,201
106,2007/02,360
122,2020/08,85
72,2018/07,257
70,2018/05,336
79,2017/06,322
17,2016/02,125
112,2011/08,163
105,2008/06,325
94,2007/09,131
114,2020/08,225
61,2019/03,185
67,2021/12,243
66,2008/01,167
111,2020/07,36
84,2021/04,146
66,2008/06,134
18,2019/04,258
115,2019/11,330
104,2020/04,96
79,2021/08,222
78,2021/04,43
67,2018/10,396
20,2018/11,121
114,2006/08,476
49,2006/06,217
30,2006/05,377
18,2006/02,338
62,2006/01,190
77,2017/02,379
111,2016/10,153
52,2016/07,501
104,2016/02,243
68,2015/09,157
42,2015/05,447
78,2015/05,210
73,2014/12,405
14,2014/08,1237
121,2014/07,402
45,2014/06,256
76,2014/06,136
28,2014/04,479
46,2014/04,746
13,2013/10,516
75,2012/11,802
34,2012/11,324
114,2012/11,319
72,2012/09,244
109,2011/11,432
6,2011/12,346
78,2011/11,129
43,2011/11,1030
77,2011/11,565
49,2011/06,276
101,2011/05,273
42,2011/04,702
72,2011/02,363
9,2010/12,282
14,2010/08,1328
67,2010/06,592
110,2010/05,625
14,2010/05,1239
72,2009/10,328
111,2008/06,180
32,2008/03,639
42,2007/05,516
75,2006/11,1056
75,2019/12,358
67,2019/12,218
66,2018/09,82
67,2012/04,646
79,2008/07,585
18,2008/05,433
26,2007/08,269
34,2007/06,492
25,2006/11,711
60,2020/12,185
13,2020/12,154
49,2021/09,104
17,2021/04,83
71,2016/10,379
9,2015/06,258
107,2008/06,227
100,2007/01,147
41,2020/10,278
104,2019/07,218
107,2013/02,248
102,2017/08,361
88,2020/07,54
76,2014/04,151
33,2020/07,67
22,2020/10,2
76,2020/12,65
115,2020/10,239
109,2019/04,312
63,2019/05,173
40,2019/09,555
33,2020/05,164
44,2020/03,339
115,2021/06,248
40,2021/07,361
109,2021/04,146
106,2018/06,216
10,2006/07,281
90,2006/07,350
33,2006/06,407
7,2006/06,271
113,2006/05,545
32,2006/03,532
121,2017/09,219
81,2017/07,268
17,2017/07,123
9,2016/08,323
18,2016/05,431
81,2015/09,319
84,2015/09,338
75,2015/06,1032
110,2015/02,442
75,2015/01,748
5,2014/06,647
103,2014/06,762
23,2013/11,417
14,2013/04,1198
30,2013/01,456
102,2012/10,352
32,2012/01,616
79,2011/10,592
62,2011/06,201
18,2011/05,511
101,2011/04,299
81,2011/03,539
81,2010/12,397
70,2010/09,467
25,2010/07,829
47,2010/05,752
83,2010/05,709
5,2010/05,535
32,2010/04,614
109,2010/02,349
45,2009/11,240
40,2009/09,1042
101,2009/08,345
19,2009/08,212
108,2009/02,231
30,2009/01,429
107,2008/08,205
88,2008/08,222
84,2008/07,352
42,2007/08,507
75,2007/05,1044
115,2007/04,682
41,2017/11,408
45,2016/06,247
44,2013/06,1095
105,2013/02,404
102,2010/08,383
49,2009/02,221
18,2008/12,426
113,2020/04,231
61,2018/08,190
41,2018/07,297
24,2017/10,172
100,2015/02,121
62,2007/07,203
9,2018/06,165
106,2017/10,211
10,2014/11,216
18,2019/10,200
88,2020/05,110
105,2019/03,257
90,2019/01,200
115,2019/07,403
107,2021/09,128
106,2021/06,168
120,2021/05,211
102,2018/08,263
13,2018/08,278
5,2018/08,340
25,2018/02,478
105,2017/12,279
84,2017/04,374
18,2017/01,406
122,2016/10,160
115,2016/09,377
78,2016/07,162
113,2014/08,899
115,2014/05,674
104,2014/05,422
48,2014/04,576
46,2014/03,750
105,2013/12,372
115,2013/12,523
46,2012/11,488
30,2011/11,421
14,2011/09,1007
79,2011/08,706
67,2011/07,522
61,2011/08,228
101,2011/08,277
90,2011/05,406
10,2011/02,219
23,2010/10,616
6,2010/07,392
81,2010/07,547
7,2010/03,291
24,2010/03,279
76,2009/10,142
79,2009/05,913
18,2009/02,403
108,2008/11,239
7,2008/12,252
63,2008/10,203
40,2008/07,811
108,2008/02,245
100,2007/11,133
41,2007/09,538
94,2007/02,95
5,2007/01,407
61,2006/12,308
45,2006/11,245
69,2020/02,110
72,2017/02,309
114,2016/04,476
19,2012/05,301
122,2008/01,300
78,2020/11,68
71,2021/01,168
101,2006/08,296
20,2017/05,179
113,2016/09,552
7,2016/09,228
63,2016/02,232
63,2014/04,191
106,2013/03,378
112,2013/03,237
62,2012/10,205
102,2012/06,295
66,2010/11,113
113,2007/06,459
78,2019/10,96
90,2020/11,112
52,2020/05,335
72,2020/05,201
6,2021/07,102
63,2021/01,160
76,2018/11,142
120,2017/05,381
94,2009/05,136
68,2020/05,118
78,2017/12,159
68,2019/04,204
34,2019/02,224
17,2019/04,129
79,2019/12,167
104,2021/06,138
9,2021/07,151
50,2021/02,81
66,2018/11,94
79,2018/06,310
46,2006/07,1003
24,2006/07,218
47,2018/03,420
9,2017/04,252
40,2017/03,866
14,2017/02,783
94,2016/10,135
72,2016/06,263
26,2016/04,194
70,2015/10,362
63,2015/10,193
100,2015/07,244
79,2014/07,628
41,2014/06,672
75,2014/06,1183
13,2014/04,560
49,2013/12,329
109,2013/10,462
67,2013/06,532
45,2013/06,248
78,2012/10,203
77,2012/09,533
107,2012/07,252
120,2012/07,663
79,2011/12,569
5,2011/09,491
5,2011/06,491
25,2011/05,829
43,2010/05,910
81,2010/02,562
43,2010/02,864
47,2009/09,635
100,2009/07,222
62,2009/03,291
104,2008/06,323
5,2008/05,510
30,2007/07,487
44,2019/02,576
18,2012/01,440
43,2007/12,772
14,2007/01,1339
14,2020/08,191
69,2017/01,212
18,2011/09,372
33,2010/12,455
105,2010/06,379
76,2010/06,213
20,2008/08,190
18,2020/01,262
107,2018/06,152
22,2010/12,29
90,2008/11,285
19,2020/07,50
10,2020/12,95
20,2019/06,130
62,2021/04,116
25,2015/09,789
113,2013/02,649
47,2018/10,446
46,2018/09,411
62,2018/10,148
83,2018/08,290
102,2018/06,250
44,2018/02,520
49,2018/02,294
122,2006/07,345
70,2006/06,463
71,2006/04,445
76,2006/04,276
45,2006/03,282
5,2006/02,433
48,2006/02,392
62,2017/09,205
14,2017/06,736
90,2017/02,261
5,2016/12,330
81,2016/08,355
115,2016/06,436
52,2014/10,905
34,2014/05,610
24,2014/01,196
114,2014/01,484
46,2014/01,694
71,2013/04,477
104,2012/10,376
26,2011/12,256
120,2011/11,684
76,2011/11,129
20,2011/07,170
43,2010/04,1093
94,2009/11,145
6,2009/07,390
112,2009/06,225
9,2009/07,363
72,2009/04,380
123,2007/03,103
79,2006/09,537
32,2015/09,390
44,2009/05,1146
76,2008/10,197
28,2007/02,568
106,2007/01,316
122,2020/12,114
48,2019/12,211
50,2020/06,72
17,2018/11,106
100,2006/03,138
9,2017/06,197
63,2017/01,176
49,2015/12,267
100,2015/05,173
72,2015/03,281
22,2013/12,22
5,2013/04,589
1,2013/01,329
113,2011/10,575
23,2010/01,566
71,2019/02,192
111,2021/12,73
50,2017/05,142
90,2017/01,253
26,2016/03,200
22,2016/02,18
17,2015/05,105
24,2013/02,252
45,2010/05,253
104,2020/07,133
26,2020/07,56
40,2020/08,251
79,2020/05,314
52,2019/02,453
120,2019/07,353
67,2019/11,272
81,2021/12,105
32,2021/06,184
1,2014/01,376
77,2018/08,299
20,2018/07,119
46,2018/12,460
19,2006/06,343
14,2006/05,1171
40,2006/04,872
106,2018/04,253
102,2017/11,327
49,2017/05,317
79,2017/04,345
115,2017/03,455
20,2016/12,125
43,2016/09,504
62,2016/07,225
40,2016/03,910
113,2016/02,566
7,2014/01,317
122,2014/01,202
42,2013/05,553
48,2013/02,569
40,2012/09,859
115,2012/03,670
120,2012/03,841
94,2011/12,136
52,2011/07,929
61,2011/04,274
76,2011/03,183
5,2010/10,599
10,2010/09,245
88,2010/08,256
66,2010/05,199
109,2010/06,339
115,2010/04,832
78,2010/01,160
123,2009/04,111
66,2009/03,155
52,2008/09,609
5,2008/06,442
6,2008/04,379
67,2008/01,614
5,2007/06,476
73,2007/02,802
112,2006/12,182
77,2006/10,511
20,2015/11,146
47,2015/05,500
48,2012/01,654
102,2010/01,404
25,2007/11,655
88,2021/07,80
115,2021/07,211
112,2014/05,231
9,2006/09,397
77,2017/03,410
66,2016/05,155
50,2016/04,170
121,2013/09,347
76,2013/07,144
112,2010/05,262
5,2019/03,294
100,2020/02,80
123,2018/07,74
7,2017/03,242
107,2021/03,150
24,2017/06,189
22,2017/08,16
78,2020/10,57
1,2019/10,304
5,2019/08,318
24,2019/09,106
44,2020/05,333
40,2021/05,275
33,2021/05,165
100,2018/07,135
30,2018/08,132
48,2018/12,281
78,2006/08,171
94,2006/09,136
1,2017/08,257
109,2017/06,285
110,2017/04,311
13,2017/01,357
14,2015/11,1044
84,2015/08,385
94,2015/02,138
18,2014/11,484
10,2014/03,271
105,2014/02,453
90,2013/06,361
120,2013/05,679
43,2013/04,673
13,2013/03,446
25,2013/02,775
60,2012/12,160
72,2012/10,287
14,2012/07,1042
72,2012/03,340
112,2012/02,213
88,2012/01,298
115,2011/11,529
81,2011/08,499
45,2011/03,328
94,2010/02,118
67,2009/11,542
49,2009/07,254
69,2009/05,242
1,2009/03,486
77,2008/10,597
20,2008/10,207
62,2008/09,282
105,2008/07,320
49,2008/05,278
25,2008/01,825
13,2007/05,378
103,2006/12,378
103,2006/11,540
63,2018/08,168
114,2016/05,488
47,2008/12,546
17,2008/06,150
104,2007/09,321
26,2007/05,247
17,2020/08,86
43,2019/11,301
120,2020/04,126
50,2021/09,160
49,2021/08,119
69,2017/07,252
78,2016/11,179
71,2013/06,395
77,2011/02,580
13,2010/10,425
7,2008/03,269
30,2015/08,336
20,2010/07,236
18,2007/03,442
79,2019/07,262
111,2017/07,114
112,2016/07,143
68,2008/02,154
100,2020/04,54
123,2012/02,166
69,2020/08,95
17,2013/02,180
62,2021/01,112
61,2019/05,174
32,2019/06,223
23,2019/08,245
107,2020/06,79
33,2021/12,133
33,2021/09,179
40,2021/01,417
110,2021/02,184
52,2018/11,416
32,2006/02,490
40,2017/12,548
84,2017/11,358
110,2017/05,345
6,2017/01,218
120,2016/06,388
75,2015/12,773
49,2015/10,327
100,2015/10,140
110,2015/05,565
106,2015/04,333
67,2014/10,705
104,2014/04,365
73,2013/09,779
24,2013/09,217
34,2013/07,356
67,2013/07,584
76,2013/06,139
83,2013/02,527
120,2013/01,637
45,2012/11,220
48,2012/08,672
50,2012/08,176
84,2012/07,335
72,2012/06,298
122,2012/06,319
23,2012/06,543
41,2012/03,646
23,2011/09,414
6,2010/12,270
45,2010/11,246
26,2010/07,332
110,2010/03,587
75,2008/10,1167
24,2008/09,271
78,2008/04,180
32,2008/01,711
84,2007/09,277
32,2007/09,574
30,2010/10,426
28,2007/03,553
61,2007/01,369
47,2021/10,288
79,2016/11,427
48,2016/10,542
69,2016/03,273
50,2015/06,157
120,2014/11,326
26,2021/07,83
26,2021/11,87
101,2008/05,370
120,2017/09,355
123,2013/12,106
46,2019/05,419
43,2019/12,252
26,2019/07,169
79,2019/09,240
28,2020/05,118
26,2020/05,100
1,2020/01,201
88,2021/10,92
67,2021/04,249
105,2018/09,265
47,2018/08,460
44,2018/08,780
67,2006/08,514
26,2017/10,188
9,2017/05,251
24,2016/10,190
71,2016/09,354
41,2016/03,605
48,2016/03,496
5,2015/09,556
73,2014/10,948
46,2014/02,607
17,2013/12,144
112,2013/05,277
62,2013/05,220
1,2012/04,483
48,2011/10,535
17,2011/10,139
25,2010/06,1073
10,2010/04,288
101,2010/01,426
28,2009/07,634
33,2009/02,710
106,2008/11,267
109,2008/11,407
6,2007/04,360
90,2007/03,385
32,2007/01,583
104,2006/09,353
34,2021/05,126
103,2016/06,500
47,2015/04,491
25,2015/05,572
68,2012/01,185
43,2009/03,1045
106,2007/10,347
78,2007/05,170
101,2019/08,192
71,2017/12,243
18,2015/09,443
17,2015/07,134
123,2013/11,121
61,2011/12,263
26,2011/08,270
66,2010/03,182
84,2009/11,392
25,2007/08,722
83,2021/12,117
68,2021/02,164
1,2018/09,184
24,2018/06,115
123,2006/05,108
83,2021/01,211
22,2006/02,41
84,2020/06,82
22,2014/03,25
50,2011/09,174
22,2014/12,4
110,2020/09,197
68,2019/03,240
115,2019/05,357
19,2019/08,199
46,2021/07,297
68,2021/05,95
112,2021/04,110
47,2021/02,282
105,2018/11,248
26,2018/10,155
9,2018/09,164
101,2006/06,276
62,2018/03,136
34,2017/12,259
90,2017/09,267
69,2017/09,225
61,2017/08,203
14,2017/01,883
110,2016/11,345
109,2016/08,363
13,2015/10,627
75,2015/09,1054
106,2015/01,214
75,2014/10,1247
120,2014/09,331
84,2014/07,391
5,2014/05,534
84,2013/11,366
6,2013/12,328
102,2013/11,386
107,2013/10,244
63,2013/07,236
77,2012/05,541
17,2012/05,182
32,2012/05,572
102,2012/01,320
108,2012/01,304
69,2011/07,300
122,2011/07,371
52,2011/03,997
32,2011/01,497
7,2010/10,311
45,2010/09,322
104,2010/08,407
42,2009/09,678
94,2009/03,147
120,2008/11,722
63,2008/06,205
52,2008/01,923
83,2007/09,541
72,2007/04,334
46,2017/01,496
114,2012/05,487
102,2010/05,392
10,2010/05,279
103,2010/04,771
105,2007/11,365
73,2007/07,920
78,2007/02,132
7,2020/08,92
47,2019/06,348
66,2020/03,93
62,2018/08,145
23,2018/02,316
100,2017/06,186
32,2017/02,307
10,2016/07,191
88,2012/11,170
100,2008/10,144
5,2007/07,412
102,2019/11,243
1,2020/05,99
106,2020/03,175
67,2021/10,275
76,2015/09,104
30,2018/12,107
50,2018/02,130
19,2019/09,201
111,2017/06,106
22,2018/06,22
67,2019/01,412
41,2019/06,235
52,2020/03,327
49,2020/03,159
122,2018/10,165
121,2018/08,221
73,2006/09,749
70,2006/07,458
34,2017/08,275
111,2016/11,106
72,2016/09,232
62,2015/02,194
34,2014/07,496
83,2014/02,451
101,2013/04,266
52,2012/07,692
90,2012/04,386
42,2011/11,556
28,2011/10,476
63,2011/09,189
52,2011/08,968
43,2011/07,997
112,2011/03,233
100,2011/03,188
25,2010/11,774
46,2010/10,850
110,2010/09,491
77,2010/08,592
61,2010/08,276
73,2010/03,1145
42,2009/12,532
18,2009/11,447
110,2009/10,478
14,2009/03,1336
10,2009/02,281
94,2008/09,141
5,2008/03,484
63,2008/02,191
66,2007/12,136
72,2007/07,356
88,2006/12,208
120,2006/11,541
71,2015/04,387
43,2013/08,813
73,2013/02,891
69,2012/04,345
109,2009/01,465
105,2008/04,323
28,2007/07,449
44,2020/12,362
9,2020/11,112
122,2020/06,81
120,2019/05,306
18,2021/12,196
17,2017/05,122
67,2016/11,431
90,2015/10,347
109,2011/09,358
71,2009/03,398
10,2007/10,287
34,2020/06,69
23,2020/06,106
76,2018/10,188
70,2017/08,339
45,2015/12,236
107,2014/02,253
121,2013/12,337
123,2012/11,96
17,2009/12,141
69,2019/11,96
72,2020/04,149
94,2018/10,103
112,2020/07,56
45,2020/10,124
43,2021/07,328
52,2018/08,472
49,2006/08,238
46,2006/01,1124
34,2006/01,486
7,2017/11,180
113,2017/11,557
46,2017/10,483
71,2017/05,336
68,2017/05,280
83,2017/02,242
7,2016/11,198
114,2016/11,464
50,2016/10,207
115,2016/03,486
43,2016/01,442
52,2015/11,544
18,2015/11,453
71,2015/08,452
123,2015/03,136
112,2015/03,170
62,2014/12,202
112,2014/11,212
7,2014/12,186
30,2014/10,401
40,2014/10,1142
100,2014/09,193
100,2014/06,234
34,2014/06,598
84,2014/05,434
78,2013/11,173
104,2013/11,363
75,2013/07,1276
13,2013/05,623
79,2013/03,620
32,2012/07,526
113,2012/05,724
90,2011/10,366
113,2010/11,474
114,2010/07,524
77,2010/07,552
84,2010/06,377
30,2010/04,346
90,2009/12,287
101,2009/11,315
40,2009/07,905
45,2009/06,275
77,2009/02,553
44,2008/12,990
43,2008/02,949
20,2008/01,210
84,2008/01,372
7,2007/10,282
49,2007/08,233
102,2015/02,282
14,2007/02,1314
108,2006/11,304
120,2020/07,116
63,2019/01,180
49,2019/03,272
52,2020/01,402
106,2006/06,260
102,2006/06,382
88,2017/05,133
6,2016/02,275
7,2014/05,321
112,2007/02,194
44,2021/05,276
78,2018/05,162
81,2018/04,185
76,2016/09,203
20,2009/08,215
76,2017/10,206
72,2020/06,118
94,2021/01,65
76,2006/08,221
113,2019/04,573
67,2019/04,333
7,2020/05,133
23,2021/11,149
102,2018/11,298
30,2018/05,159
104,2018/05,278
71,2006/09,435
103,2006/08,565
62,2017/07,211
52,2017/05,606
18,2017/03,395
14,2016/09,846
33,2016/09,331
13,2015/11,492
61,2015/09,216
79,2015/07,412
84,2014/08,359
72,2014/05,318
14,2014/02,1297
102,2013/10,419
72,2013/06,285
9,2013/03,439
60,2013/02,327
41,2012/08,610
10,2012/07,277
100,2012/01,195
77,2011/12,565
40,2011/10,1017
78,2011/09,118
112,2011/07,194
5,2011/03,479
52,2011/02,985
120,2010/12,559
81,2010/11,494
81,2010/10,500
50,2010/09,198
61,2010/01,257
60,2009/09,457
94,2009/08,146
67,2009/08,676
19,2009/06,324
19,2009/05,287
103,2009/05,710
115,2009/04,784
48,2009/04,614
49,2009/03,295
40,2009/03,1080
62,2008/12,214
52,2008/11,681
111,2008/11,186
24,2007/12,182
81,2007/10,443
120,2007/09,694
24,2007/08,338
112,2007/05,235
70,2007/02,363
48,2007/02,695
52,2006/12,640
67,2015/04,663
47,2012/08,590
25,2012/01,839
109,2020/12,185
9,2019/02,124
1,2019/01,242
50,2018/08,119
108,2016/07,153
60,2015/12,332
94,2015/08,122
45,2015/07,268
60,2012/11,125
17,2012/07,171
42,2011/12,554
94,2011/04,159
76,2015/04,137
63,2013/04,216
66,2006/09,195
100,2020/06,72
61,2020/07,91
101,2021/10,110
111,2012/01,116
66,2021/04,71
105,2020/12,207
73,2019/08,404
79,2019/08,268
19,2021/08,98
79,2021/09,228
111,2021/06,71
40,2021/06,337
104,2021/03,182
63,2018/10,174
94,2018/07,127
120,2006/01,635
10,2018/05,149
113,2017/12,450
69,2017/10,236
101,2017/11,218
9,2017/07,217
