ARREST_PRECINCT,new_arrest_date,count
41,2014/05,712
68,2014/02,199
41,2013/12,537
102,2013/08,464
33,2013/07,432
110,2013/06,487
68,2012/11,144
33,2011/07,576
69,2010/11,238
79,2010/08,691
49,2010/04,341
84,2010/04,479
90,2010/02,309
88,2009/11,215
94,2007/12,103
41,2007/10,544
45,2007/07,266
60,2007/07,429
83,2007/04,598
41,2012/04,549
46,2012/01,842
10,2010/06,268
104,2010/02,383
70,2009/06,467
115,2008/01,690
81,2020/03,92
63,2021/10,121
70,2018/09,213
1,2018/02,236
111,2017/01,142
76,2015/12,112
77,2015/12,303
78,2012/11,179
66,2012/04,171
48,2020/07,124
84,2018/09,244
79,2014/02,488
105,2020/10,198
107,2007/12,220
68,2007/02,184
84,2019/08,212
43,2019/06,332
121,2019/10,195
6,2020/05,216
113,2020/03,289
18,2021/11,244
66,2021/10,113
33,2018/09,176
46,2006/04,965
100,2018/05,165
23,2017/09,344
49,2017/06,347
72,2017/03,347
34,2016/10,425
19,2016/10,259
109,2016/04,288
22,2015/12,33
123,2015/11,120
105,2014/05,461
68,2014/03,235
101,2014/03,405
30,2013/11,301
34,2013/09,453
44,2012/09,1039
9,2012/09,351
28,2012/08,574
68,2012/09,158
42,2012/03,615
75,2011/02,1392
67,2011/02,504
62,2011/02,239
47,2010/12,494
17,2010/05,142
101,2010/02,265
19,2009/12,303
122,2009/11,339
25,2009/10,788
10,2009/05,304
88,2009/03,259
34,2008/09,433
45,2008/09,262
62,2008/02,217
103,2007/12,519
88,2007/07,239
10,2007/06,273
66,2006/10,150
73,2021/07,229
45,2009/01,257
75,2007/09,1231
104,2007/04,266
45,2020/06,87
49,2006/04,219
20,2017/07,154
24,2017/04,217
88,2016/07,143
50,2015/04,170
100,2007/04,132
106,2008/01,340
17,2009/11,123
94,2009/10,157
101,2021/03,124
22,2011/06,54
71,2020/06,75
123,2008/08,90
105,2020/09,176
13,2019/05,292
52,2019/06,381
44,2019/09,442
123,2020/05,70
45,2020/05,134
60,2021/07,232
109,2021/07,181
81,2018/10,151
60,2018/06,362
52,2006/09,626
9,2006/05,376
71,2017/09,274
63,2017/05,205
41,2017/04,356
9,2017/01,290
106,2016/12,277
41,2016/10,461
44,2016/05,845
77,2016/03,398
83,2016/02,368
62,2015/10,256
5,2015/06,468
122,2015/06,154
46,2015/05,437
104,2015/02,263
70,2014/07,510
18,2014/07,493
88,2014/03,239
69,2014/02,293
40,2014/01,1131
106,2013/11,407
32,2013/10,468
43,2013/10,724
30,2013/04,511
14,2012/09,1076
105,2011/09,414
110,2011/08,492
44,2011/06,1320
88,2011/03,289
47,2010/09,646
24,2010/05,297
45,2010/01,323
120,2009/12,548
33,2009/11,445
63,2009/08,222
69,2009/07,247
6,2009/06,361
25,2009/05,774
100,2008/11,145
90,2008/08,381
113,2007/08,652
17,2007/08,210
66,2007/05,179
19,2007/04,250
76,2007/03,246
49,2007/03,267
46,2017/11,501
76,2012/07,208
46,2006/11,991
79,2019/10,276
40,2020/03,400
32,2021/01,191
122,2006/08,350
10,2018/09,162
6,2018/03,227
114,2017/06,499
26,2016/08,178
123,2015/09,111
20,2014/02,166
22,2013/04,60
102,2009/03,360
20,2007/09,226
120,2021/10,280
90,2018/10,208
123,2011/11,122
112,2016/05,130
94,2019/09,77
22,2018/07,20
47,2020/12,347
63,2020/08,104
18,2020/06,190
19,2019/02,208
13,2019/06,234
25,2019/11,304
122,2019/09,141
44,2021/10,428
102,2021/06,168
103,2006/06,644
33,2006/04,456
48,2006/01,445
66,2017/05,121
88,2016/11,152
88,2016/06,196
100,2016/02,154
123,2016/02,119
109,2015/07,336
13,2015/05,479
28,2015/02,384
110,2015/01,322
103,2014/10,924
46,2014/07,742
83,2014/05,506
44,2014/01,935
106,2013/12,332
1,2013/10,387
73,2013/05,995
110,2013/04,548
32,2013/04,490
41,2012/11,584
120,2012/08,689
83,2012/05,730
6,2012/06,369
76,2012/04,161
114,2011/11,447
102,2011/05,394
48,2011/05,550
71,2011/03,517
113,2011/03,685
109,2010/12,343
40,2010/10,939
67,2010/05,603
114,2009/12,379
30,2009/10,527
102,2009/06,426
5,2009/04,492
100,2009/02,140
76,2008/08,195
26,2008/07,266
40,2008/01,1072
41,2007/11,538
25,2007/07,789
42,2007/07,449
6,2019/12,155
101,2020/02,166
45,2012/06,255
19,2009/01,296
45,2019/05,190
62,2017/01,164
122,2016/11,148
120,2014/10,381
79,2013/05,754
50,2011/01,198
107,2009/03,337
46,2020/07,192
1,2019/04,279
112,2014/02,188
20,2012/03,177
1,2021/06,185
20,2021/03,94
68,2020/09,107
112,2020/01,112
114,2020/11,226
94,2020/12,64
75,2019/01,485
25,2019/06,339
18,2019/06,254
104,2019/08,218
25,2021/11,207
30,2021/05,101
113,2018/08,553
67,2018/06,381
83,2018/05,295
88,2006/02,209
60,2018/03,312
43,2018/04,425
109,2017/08,348
111,2017/05,135
107,2017/03,324
78,2017/03,199
83,2016/07,270
32,2016/03,510
102,2015/08,367
73,2015/08,943
19,2014/05,298
7,2013/08,326
1,2013/09,481
30,2013/03,401
5,2012/03,487
81,2012/01,475
43,2011/10,924
30,2011/08,362
6,2011/06,471
9,2011/02,363
120,2010/09,751
72,2010/07,296
1,2010/05,480
83,2009/06,651
1,2008/11,370
5,2008/10,477
43,2008/10,944
73,2008/10,1073
20,2008/05,241
83,2008/02,538
5,2007/11,443
76,2007/07,161
101,2007/05,342
76,2007/05,224
48,2007/03,671
77,2006/09,528
105,2007/12,313
104,2007/10,316
40,2006/12,845
76,2019/08,131
68,2018/02,286
19,2006/08,298
100,2017/08,157
100,2017/04,159
122,2016/06,193
123,2015/12,113
88,2012/09,263
70,2012/04,444
18,2010/05,449
69,2008/11,195
111,2007/02,143
45,2008/04,315
10,2020/10,123
33,2021/06,151
17,2006/03,176
81,2020/04,91
123,2008/01,116
123,2006/09,97
100,2017/05,159
28,2020/08,94
110,2020/07,143
76,2019/03,173
81,2019/07,176
5,2019/09,329
71,2020/01,181
113,2021/12,240
5,2021/11,217
110,2021/11,199
32,2021/08,223
66,2018/10,88
76,2018/09,171
52,2018/06,481
48,2018/06,388
49,2006/07,211
83,2006/02,554
109,2018/04,307
122,2018/03,173
115,2017/12,294
103,2017/08,390
44,2017/04,686
103,2016/09,473
90,2016/05,322
111,2016/03,133
113,2016/01,547
45,2016/02,243
106,2015/07,305
46,2014/11,526
103,2014/12,374
77,2014/10,478
107,2014/09,234
73,2014/01,874
52,2013/09,770
32,2013/06,416
81,2013/03,459
30,2012/10,425
106,2012/08,369
40,2012/07,780
108,2012/06,184
78,2012/04,111
50,2012/05,206
103,2012/02,685
34,2011/08,639
40,2011/07,832
83,2010/04,548
14,2010/01,1343
10,2009/07,301
9,2008/08,347
66,2008/07,150
109,2008/06,393
33,2008/05,654
70,2007/12,395
90,2007/08,274
32,2007/04,494
50,2007/02,220
111,2007/01,175
84,2006/11,348
72,2017/10,323
30,2015/09,283
43,2013/02,611
49,2008/12,230
44,2008/01,1341
75,2007/11,1062
30,2019/11,142
67,2020/04,135
44,2020/02,430
30,2017/12,169
122,2016/07,216
111,2016/05,138
17,2016/03,196
94,2015/12,94
78,2015/03,189
112,2010/09,176
108,2009/06,203
34,2011/02,423
45,2008/05,307
81,2020/12,115
70,2019/10,232
63,2021/09,155
105,2016/10,279
83,2015/12,269
76,2015/06,157
10,2021/11,143
123,2009/05,162
18,2021/05,176
9,2020/06,132
20,2019/03,136
19,2019/05,224
101,2019/10,156
102,2021/05,184
14,2021/05,370
50,2021/01,128
76,2018/02,200
115,2006/08,673
45,2006/08,237
72,2006/01,414
105,2018/01,305
123,2018/05,103
110,2018/04,309
88,2018/05,109
101,2017/12,186
102,2017/07,330
110,2017/06,314
7,2017/04,214
67,2017/03,506
66,2017/03,194
101,2016/09,204
5,2016/05,486
24,2016/03,191
101,2015/12,291
104,2015/11,279
123,2015/10,115
22,2015/05,54
9,2015/04,357
17,2014/08,186
110,2014/07,514
122,2014/07,198
43,2014/06,687
48,2014/05,594
62,2013/09,195
60,2013/01,252
109,2012/07,442
109,2012/05,555
10,2012/01,250
52,2012/01,902
73,2011/12,925
69,2011/11,282
90,2011/02,409
42,2010/10,693
61,2010/11,250
25,2010/05,954
44,2010/05,1387
120,2010/05,792
1,2010/04,471
122,2010/04,361
114,2009/11,446
41,2009/09,583
28,2009/08,582
6,2009/09,361
48,2009/07,644
48,2008/11,536
10,2008/07,284
10,2008/04,285
1,2007/08,399
114,2020/02,229
106,2006/04,231
50,2009/11,213
47,2008/05,624
106,2008/02,289
19,2008/02,262
77,2007/08,670
77,2020/05,222
46,2021/10,309
121,2021/08,177
32,2021/03,234
28,2006/02,512
69,2006/01,229
90,2016/02,322
26,2014/09,188
28,2008/08,464
33,2015/05,290
79,2012/07,662
112,2020/11,99
123,2017/11,105
66,2009/08,132
13,2020/04,110
78,2017/01,204
94,2019/07,92
123,2021/04,46
23,2020/09,161
114,2020/10,289
66,2020/08,75
103,2019/05,368
120,2019/08,263
45,2019/10,182
68,2019/09,177
26,2020/04,70
34,2021/09,103
33,2021/07,150
111,2021/04,49
13,2018/12,247
17,2006/08,178
52,2006/05,697
32,2006/04,410
115,2017/11,392
17,2017/11,172
101,2015/11,228
47,2015/07,578
10,2015/05,254
115,2015/04,517
5,2015/05,427
24,2015/03,236
69,2014/03,345
107,2013/12,269
71,2013/10,427
106,2013/07,340
102,2013/07,431
67,2013/02,549
46,2012/09,673
48,2012/06,544
28,2011/09,398
7,2011/05,419
25,2011/02,737
122,2011/02,278
71,2010/11,426
5,2010/12,505
113,2010/09,490
76,2010/09,138
75,2010/06,1350
109,2009/07,415
13,2009/07,387
100,2009/06,276
78,2009/05,175
10,2008/10,361
72,2008/01,426
67,2007/09,557
115,2007/05,708
62,2006/10,247
104,2006/03,387
69,2013/02,244
73,2012/06,1076
105,2012/06,376
46,2012/02,825
43,2009/04,902
44,2009/02,1221
60,2008/06,477
47,2006/09,487
84,2020/12,132
61,2020/10,135
75,2019/03,523
68,2016/05,193
115,2014/01,586
50,2013/09,165
42,2011/06,637
17,2011/03,213
50,2010/04,211
76,2008/04,175
111,2017/11,114
10,2006/10,356
22,2019/07,15
90,2021/04,120
123,2020/07,40
115,2020/12,206
68,2019/02,190
71,2019/09,165
42,2019/08,309
60,2019/05,308
7,2019/07,185
120,2020/02,288
75,2021/10,349
104,2021/07,180
106,2018/07,243
5,2018/02,429
9,2018/05,201
41,2006/08,495
67,2006/09,527
45,2006/07,248
72,2006/05,369
45,2006/04,210
23,2017/11,340
18,2017/10,440
102,2017/09,299
112,2017/07,131
42,2017/06,389
13,2017/02,288
48,2017/02,447
67,2016/03,564
107,2015/12,241
104,2014/11,373
5,2014/08,488
25,2014/06,820
94,2014/01,139
107,2013/11,283
20,2013/08,176
81,2013/06,426
32,2013/05,518
114,2013/03,489
6,2012/11,232
90,2012/07,312
52,2012/04,737
105,2012/03,482
79,2011/11,538
123,2011/07,130
34,2011/04,530
84,2010/12,370
14,2010/10,1278
23,2010/09,631
104,2010/06,447
120,2010/03,774
102,2009/11,316
115,2009/08,822
1,2009/07,471
25,2009/04,794
114,2008/08,503
42,2008/06,495
115,2008/04,775
42,2008/03,561
120,2008/03,774
70,2007/11,462
109,2007/11,361
113,2007/09,661
77,2007/05,589
73,2007/04,872
49,2007/01,264
84,2006/12,335
68,2020/07,50
102,2020/07,118
123,2021/03,79
94,2018/01,116
108,2015/10,217
81,2015/04,401
18,2013/06,433
88,2013/05,243
61,2013/02,348
102,2012/12,268
9,2009/08,351
13,2008/12,299
13,2008/08,332
94,2020/10,69
102,2021/09,191
103,2016/12,382
109,2016/01,332
68,2014/05,210
123,2007/04,84
111,2017/09,83
22,2010/02,38
22,2008/11,48
90,2020/12,125
17,2020/06,44
70,2019/06,213
77,2020/01,243
104,2020/01,203
71,2021/12,150
109,2021/05,165
26,2021/03,107
45,2018/07,200
94,2018/05,126
104,2018/02,229
70,2018/02,388
68,2006/04,167
73,2006/03,853
103,2017/10,362
32,2017/09,287
102,2017/06,362
90,2017/03,290
100,2016/09,156
104,2016/04,275
90,2016/03,310
23,2016/04,398
28,2016/03,379
70,2016/01,357
121,2015/12,279
34,2015/03,422
43,2014/07,773
43,2014/05,774
32,2013/12,391
44,2013/08,1145
103,2013/04,861
26,2013/03,290
75,2013/02,1163
123,2012/07,103
10,2012/03,279
52,2012/03,940
100,2011/07,233
28,2010/07,410
110,2009/09,466
40,2009/02,966
72,2008/10,325
122,2008/05,448
40,2008/04,947
30,2008/03,485
1,2008/02,365
6,2007/11,340
20,2007/05,234
17,2007/02,159
24,2006/12,205
122,2006/11,344
7,2006/11,248
48,2006/09,457
